stock_code,description,units_sold,units_returned,gross_sales,returns_value,net_revenue
22232,JIGSAW TOADSTOOLS 3 PIECE,1109.0,74.0,1318.99,71.22,1247.77
22919,HERB MARKER MINT,1800.0,12.0,1255.44,7.8,1247.64
20765,CHRYSANTHEMUM SKETCHBOOK,442.0,5.0,1265.06,18.75,1246.31
21088,SET/6 FRUIT SALAD PAPER CUPS,16615.0,7140.0,1816.73,572.52,1244.21
84989A,75 GREEN FAIRY CAKE CASES,2194.0,4.0,1243.99,2.07,1241.92
20866,BLUE ROSE FABRIC MIRROR,1280.0,120.0,1368.91,127.2,1241.71
23511,EMBROIDERED RIBBON REEL EMILY,571.0,5.0,1252.01,10.4,1241.61
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,761.0,7.0,1248.15,7.93,1240.22
21145,ANTIQUE GLASS PLACE SETTING,869.0,13.0,1256.21,16.25,1239.96
40003,WHITE BAMBOO RIBS LAMPSHADE,1150.0,18.0,1257.02,17.1,1239.92
23067,HANGING ENGRAVED METAL HEART,294.0,0.0,1236.66,0.0,1236.66
20733,GOLD MINI TAPE MEASURE,1927.0,300.0,1452.2,216.0,1236.2
79163,BLACK CHAMPAGNE GLASS,1833.0,10.0,1240.83,5.16,1235.67
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,3565.0,100.0,1254.9,19.92,1234.98
20707,CRAZY DAISY HEART DECORATION,1613.0,7.0,1243.68,8.75,1234.93
79066K,RETRO MOD TRAY,1403.0,12.0,1242.96,10.2,1232.76
20825,GOLD WINE GLASS,361.0,6.0,1255.08,22.5,1232.58
23539,WALL ART LOVES' SECRET,247.0,0.0,1227.95,0.0,1227.95
21190,PINK HEARTS PAPER GARLAND,806.0,77.0,1337.59,111.65,1225.94
21253,SET OF PICTURE FRAME  STICKERS,332.0,0.0,1225.17,0.0,1225.17
85141,JARDIN ETCHED GLASS FRUITBOWL,182.0,11.0,1286.44,62.05,1224.39
22258,FELT FARM ANIMAL RABBIT,1342.0,55.0,1291.05,68.75,1222.3
84660C,PINK STITCHED WALL CLOCK,756.0,0.0,1221.96,0.0,1221.96
21277,FRENCH STYLE EMBOSSED HEART CABINET,54.0,4.0,1309.39,87.8,1221.59
22290,STANDING METAL RABBIT WITH EGG,670.0,1.0,1223.02,2.1,1220.92
22921,HERB MARKER CHIVES,1771.0,12.0,1226.72,7.8,1218.92
23598,PAPER BUNTING VINTAGE PARTY,427.0,0.0,1215.53,0.0,1215.53
21438,TUB 24 HANGING EASTER EGGS SPOTTY,373.0,4.0,1229.82,15.0,1214.82
23138,SINGLE WIRE HOOK IVORY HEART,879.0,12.0,1231.51,17.4,1214.11
22216,T-LIGHT HOLDER WHITE LACE,1396.0,3.0,1215.83,2.55,1213.28
85135B,BLUE DRAGONFLY HELICOPTER,151.0,2.0,1226.51,15.9,1210.61
84665,SQUARE CHERRY BLOSSOM CABINET,226.0,26.0,1364.7,154.7,1210.0
22265,EASTER DECORATION NATURAL CHICK,1843.0,0.0,1207.8,0.0,1207.8
85162A,SILVER RETRODISC LAMPSHADE,607.0,4.0,1234.27,30.31,1203.96
23142,IVORY WIRE KITCHEN ORGANISER,121.0,2.0,1220.82,19.55,1201.27
84658,WHITE STITCHED CUSHION COVER,214.0,0.0,1199.66,0.0,1199.66
21883,STARS GIFT TAPE,2348.0,1.0,1199.48,0.19,1199.29
21396,RED SPOTTY EGG CUP,948.0,5.0,1205.25,6.25,1199.0
21130,COLOURFUL STANDING GNOME,721.0,1.0,1200.93,3.45,1197.48
21279,VINTAGE KITCHEN PRINT FRUITS,3527.0,1639.0,1621.83,425.85,1195.98
20731,POSY CANDY BAG,4142.0,55.0,1252.92,58.3,1194.62
85129D,BEADED CRYSTAL HEART PINK SMALL,793.0,1.0,1193.56,1.25,1192.31
72232,FENG SHUI PILLAR CANDLE,6268.0,0.0,1190.92,0.0,1190.92
22808,SET OF 6 T-LIGHTS EASTER CHICKS,420.0,18.0,1243.88,53.1,1190.78
47503E,ASS FLORAL PRINT SCISSORS,6842.0,0.0,1186.9,0.0,1186.9
20771,CHRYSANTHEMUM  JOURNAL,606.0,6.0,1201.68,15.3,1186.38
22256,FELT FARM ANIMAL CHICKEN,933.0,12.0,1200.07,15.0,1185.07
23444,Next Day Carriage,79.0,1.0,1200.0,15.0,1185.0
84815,SET OF 3 DANISH ROSE PLANTERS,926.0,0.0,1183.82,0.0,1183.82
21425,SKULLS STORAGE BOX LARGE,505.0,31.0,1274.93,91.45,1183.48
22403,MAGNETS PACK OF 4 VINTAGE LABELS,1715.0,12.0,1195.89,15.0,1180.89
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1583.0,176.0,1314.89,134.0,1180.89
21806,WHITE CHRISTMAS HEART DECORATION,2707.0,0.0,1179.43,0.0,1179.43
85130A,BEADED PEARL HEART WHITE LARGE,685.0,0.0,1176.29,0.0,1176.29
72819,CUPID DESIGN SCENTED CANDLES,694.0,0.0,1174.01,0.0,1174.01
22903,CALENDAR FAMILY FAVOURITES,745.0,320.0,2053.96,880.0,1173.96
84687,BEACH HUT SHELF W 3 DRAWERS,314.0,7.0,1208.06,37.65,1170.41
84823,DANISH ROSE FOLDING CHAIR,120.0,1.0,1210.0,39.95,1170.05
23026,DRAWER KNOB VINTAGE GLASS STAR,556.0,14.0,1198.96,29.12,1169.84
20798,CLEAR MILKSHAKE GLASS,551.0,76.0,1308.15,140.25,1167.9
23418,LAVENDER TOILETTE BOTTLE,557.0,0.0,1166.0,0.0,1166.0
84596E,SMALL LICORICE DES PINK BOWL,1154.0,32.0,1205.61,40.0,1165.61
23515,EMBROIDERED RIBBON REEL DAISY,579.0,0.0,1164.98,0.0,1164.98
84313B,BLUE TV TRAY TABLE,227.0,0.0,1164.04,0.0,1164.04
23508,MINI PLAYING CARDS DOLLY GIRL,2627.0,2.0,1163.45,0.84,1162.61
37475,SET/4 COLOURFUL MIXING BOWLS,116.0,0.0,1160.56,0.0,1160.56
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,956.0,13.0,1175.56,16.25,1159.31
84688,BEACH HUT DESIGN BLACKBOARD,422.0,53.0,1313.52,155.05,1158.47
22253,6 CROCHET STRAWBERRIES,964.0,0.0,1158.28,0.0,1158.28
23431,NATURAL HANGING QUILTED HEARTS,1449.0,16.0,1171.23,13.28,1157.95
21650,ASSORTED TUTTI FRUTTI BRACELET,3204.0,28.0,1163.8,7.16,1156.64
21490,SET OF THREE 50'S GIFT WRAPS,637.0,28.0,1210.6,54.6,1156.0
22048,BIRTHDAY BANQUET GIFT WRAP,2815.0,25.0,1166.3,10.5,1155.8
23507,MINI PLAYING CARDS BUFFALO BILL,2882.0,0.0,1155.67,0.0,1155.67
84674,FLYING PIG WATERING CAN,460.0,7.0,1175.93,20.65,1155.28
21312,LARGE CHUNKY GLASS ROMAN BOWL,299.0,13.0,1179.17,25.35,1153.82
84910A,PINK PAISLEY CUSHION COVER,432.0,13.0,1230.39,77.35,1153.04
23269,SET OF 2 CERAMIC CHRISTMAS TREES,779.0,0.0,1152.98,0.0,1152.98
22264,FELT FARM ANIMAL WHITE BUNNY,2014.0,0.0,1152.22,0.0,1152.22
23566,EGG CUP MILKMAID HEIDI,881.0,4.0,1156.93,5.0,1151.93
23523,WALL ART TREASURE AHOY,360.0,6.0,1173.81,22.5,1151.31
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,421.0,4.0,1162.89,11.8,1151.09
22814,CARD PARTY GAMES,2728.0,0.0,1147.77,0.0,1147.77
85159A,"BLACK TEA,COFFEE,SUGAR JARS",492.0,43.0,1248.98,101.45,1147.53
23402,HOME SWEET HOME 3 PEG HANGER,296.0,0.0,1147.28,0.0,1147.28
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,283.0,0.0,1146.12,0.0,1146.12
37482B,CUBIC MUG BLUE POLKA DOT,1252.0,0.0,1145.26,0.0,1145.26
22924,FRIDGE MAGNETS LA VIE EN ROSE,1500.0,229.0,1323.42,179.05,1144.37
22040,BOTANICAL ROSE GIFT WRAP,2815.0,0.0,1144.3,0.0,1144.3
84830,LARGE ENGLISH ARBORETUM,113.0,3.0,1195.15,50.85,1144.3
22615,PACK OF 12 CIRCUS PARADE TISSUES,3718.0,12.0,1145.88,4.68,1141.2
21316,SMALL CHUNKY GLASS ROMAN  BOWL,693.0,2.0,1146.11,5.9,1140.21
21752,GLASS CAKE STAND MIRRORED BASE,77.0,7.0,1244.81,104.65,1140.16
21366,MIRRORED WALL ART PHOTO FRAMES,238.0,0.0,1140.0,0.0,1140.0
22715,CARD WEDDING DAY,2717.0,0.0,1133.93,0.0,1133.93
84750B,BLACK SMALL GLASS CAKE STAND,609.0,5.0,1142.02,8.19,1133.83
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,773.0,433.0,1768.67,636.15,1132.52
21413,PERIWINKLE T-LIGHT HOLDER,3162.0,0.0,1131.14,0.0,1131.14
23506,MINI PLAYING CARDS SPACEBOY,2723.0,0.0,1129.12,0.0,1129.12
21555,CERAMIC STRAWBERRY TRINKET TRAY,425.0,1.0,1131.37,2.55,1128.82
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,838.0,54.0,1193.0,64.8,1128.2
20622,VIPPASSPORT COVER,582.0,0.0,1127.59,0.0,1127.59
72598,SET/12 TAPER CANDLES,1244.0,22.0,1145.76,18.7,1127.06
22598,CHRISTMAS MUSICAL ZINC TREE,1790.0,6.0,1131.85,5.1,1126.75
22718,CARD CAT AND TREE,2605.0,36.0,1141.36,15.12,1126.24
21040,MODERN VINTAGE COTTON SHOPPING BAG,894.0,0.0,1125.85,0.0,1125.85
85124C,GREEN JUICY FRUIT PHOTO FRAME,429.0,6.0,1139.07,15.3,1123.77
85224,ASSORTED COLOUR SILK GLASSES CASE,2004.0,0.0,1120.96,0.0,1120.96
23510,MINI PLAYING CARDS GYMKHANA,2521.0,0.0,1118.8,0.0,1118.8
20700,GREEN CAT FLORAL CUSHION COVER,420.0,2.0,1125.05,7.5,1117.55
17096,ASSORTED LAQUERED INCENSE HOLDERS,6240.0,0.0,1117.09,0.0,1117.09
21942,SKULLS DESIGN FLANNEL,1672.0,24.0,1136.28,20.4,1115.88
20832,RED FLOCK LOVE HEART PHOTO FRAME,1681.0,8.0,1122.65,6.8,1115.85
84559B,3D SHEET OF CAT STICKERS,1231.0,4.0,1119.09,3.4,1115.69
84750A,PINK SMALL GLASS CAKE STAND,544.0,40.0,1189.23,75.3,1113.93
22761,CHEST 7 DRAWER MA CAMPAGNE,48.0,3.0,1182.78,68.85,1113.93
23411,TRELLIS COAT RACK,227.0,1.0,1118.61,4.95,1113.66
85136A,YELLOW SHARK HELICOPTER,138.0,1.0,1121.28,7.95,1113.33
20669,RED HEART LUGGAGE TAG,797.0,0.0,1111.89,0.0,1111.89
84967B,BLUE KASHMIRI OCCASIONAL TABLE,24.0,3.0,1249.45,139.95,1109.5
22233,JIGSAW RABBIT AND BIRDHOUSE,949.0,62.0,1210.11,101.24,1108.87
47504H,ENGLISH ROSE SPIRIT LEVEL,1028.0,4.0,1113.07,5.0,1108.07
79323S,SILVER CHERRY LIGHTS,334.0,158.0,2084.32,976.8,1107.52
23225,CHERUB HEART DECORATION SILVER,1355.0,84.0,1176.17,69.72,1106.45
21944,KITTENS DESIGN FLANNEL,1789.0,2.0,1106.01,1.7,1104.31
21666,RIDGED GLASS T-LIGHT HOLDER,1760.0,3.0,1105.15,1.95,1103.2
23513,EMBROIDERED RIBBON REEL SUSIE,566.0,6.0,1114.26,12.48,1101.78
84638,SMALL KITCHEN FLOWER POTS PLAQUE,400.0,0.0,1101.55,0.0,1101.55
22532,MAGIC SLATE LEAP FROG,2862.0,0.0,1101.1,0.0,1101.1
23375,50'S CHRISTMAS PAPER GIFT BAG,1342.0,1.0,1100.69,0.82,1099.87
21010,ETCHED GLASS BIRD TREE DECORATION,850.0,12.0,1114.76,15.0,1099.76
21131,GOLD STANDING GNOME,276.0,0.0,1098.86,0.0,1098.86
84358,FLOOR LAMP SHADE WOOD BASE,121.0,0.0,1097.48,0.0,1097.48
85212,MINI PAINTED GARDEN DECORATION,2831.0,0.0,1096.56,0.0,1096.56
22230,JIGSAW TREE WITH WATERING CAN,1657.0,45.0,1134.64,38.18,1096.46
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1253.0,0.0,1095.85,0.0,1095.85
20867,PINK ROSE FABRIC MIRROR,1098.0,0.0,1093.14,0.0,1093.14
85131D,BEADED CRYSTAL HEART PINK\ON STICK,1443.0,0.0,1092.71,0.0,1092.71
20755,BLUE PAISLEY POCKET BOOK,5145.0,0.0,1089.73,0.0,1089.73
22709,WRAP WEDDING DAY,2799.0,25.0,1099.58,10.5,1089.08
22255,FELT TOADSTOOL  SMALL,1185.0,45.0,1127.11,38.25,1088.86
23432,PRETTY HANGING QUILTED HEARTS,1276.0,0.0,1088.36,0.0,1088.36
20932,PINK POT PLANT CANDLE,333.0,17.0,1143.97,55.75,1088.22
85093,CANDY SPOT EGG WARMER HARE,1361.0,3.0,1091.21,3.75,1087.46
84678,CLASSICAL ROSE SMALL VASE,565.0,10.0,1108.28,22.9,1085.38
84631,FRUIT TREE AND BIRDS WALL PLAQUE,288.0,3.0,1106.16,23.85,1082.31
23041,PAPER LANTERN 9 POINT SNOW STAR,272.0,24.0,1178.48,99.6,1078.88
20615,BLUE SPOTTY PASSPORT COVER,637.0,0.0,1077.81,0.0,1077.81
20934,SET/3 POT PLANT CANDLES,197.0,20.0,1185.07,107.5,1077.57
21817,GLITTER CHRISTMAS TREE,1687.0,0.0,1077.19,0.0,1077.19
21763,VINTAGE WOODEN BAR STOOL,43.0,3.0,1157.9,81.85,1076.05
22116,METAL SIGN HIS DINNER IS SERVED,823.0,18.0,1103.88,27.9,1075.98
23102,SILVER HEARTS TABLE DECORATION,1274.0,0.0,1075.03,0.0,1075.03
21839,MUMMY MOUSE RED GINGHAM RIBBON,201.0,2.0,1085.59,10.9,1074.69
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,559.0,111.0,1308.59,234.45,1074.14
23087,ZINC  HEART T-LIGHT HOLDER,868.0,15.0,1090.66,18.75,1071.91
21758,VINTAGE SHELLS PRINT,135.0,0.0,1069.76,0.0,1069.76
23433,HANGING QUILTED PATCHWORK APPLES,1258.0,47.0,1108.58,39.01,1069.57
84791,GINGHAM HEART DECORATION,334.0,6.0,1086.13,17.7,1068.43
85124A,PINK JUICY FRUIT PHOTO FRAME,387.0,8.0,1087.73,20.4,1067.33
23113,PANTRY CHOPPING BOARD,1154.0,946.0,5868.5,4803.06,1065.44
21632,VINTAGE PINK DECORATIVE PARASOL,132.0,1.0,1076.22,12.75,1063.47
21779,MA CAMPAGNE MINI WOODEN CHEST,301.0,10.0,1097.8,35.05,1062.75
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,692.0,241.0,1294.7,232.25,1062.45
23331,DECORATIVE WICKER HEART SMALL,1596.0,0.0,1062.28,0.0,1062.28
22997,TRAVEL CARD WALLET UNION JACK,2545.0,78.0,1094.93,32.76,1062.17
85160A,WHITE BIRD GARDEN DESIGN MUG,8824.0,4320.0,1622.79,561.6,1061.19
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,822.0,0.0,1060.19,0.0,1060.19
23033,DRAWER KNOB CERAMIC RED,714.0,0.0,1058.9,0.0,1058.9
23516,EMBROIDERED RIBBON REEL SOPHIE,296.0,0.0,1058.6,0.0,1058.6
85163A,WHITE BAROQUE WALL CLOCK,103.0,0.0,1058.17,0.0,1058.17
21815,STAR  T-LIGHT HOLDER,679.0,2.0,1060.24,2.9,1057.34
85179B,WHITE BITTY LIGHT CHAIN,246.0,0.0,1056.6,0.0,1056.6
72815,3 WICK CHRISTMAS BRIAR CANDLE,282.0,8.0,1083.36,30.0,1053.36
20840,FRENCH FLORAL CUSHION COVER,885.0,219.0,1419.09,365.85,1053.24
21827,EIGHT PIECE CREEPY CRAWLIE SET,835.0,13.0,1068.89,16.25,1052.64
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,435.0,0.0,1052.29,0.0,1052.29
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2258.0,1.0,1052.02,0.65,1051.37
37327,ASSTD MULTICOLOUR CIRCLES MUG,1739.0,4.0,1051.69,1.56,1050.13
84965A,PINK KASHMIRI COFFEE TABLE,20.0,0.0,1050.0,0.0,1050.0
21825,PAINTED METAL TREE WITH HOLLY BELLS,733.0,3.0,1053.19,4.35,1048.84
85008,SET OF 3 CONEY ISLAND OVAL BOXES,269.0,2.0,1058.72,9.9,1048.82
22857,ASSORTED EASTER GIFT TAGS,1230.0,0.0,1048.28,0.0,1048.28
79191C,RETRO PLASTIC ELEPHANT TRAY,1619.0,289.0,1293.76,245.65,1048.11
23327,HANGING CLEAR MINI BOTTLE,1734.0,8.0,1051.14,4.72,1046.42
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,125.0,0.0,1045.88,0.0,1045.88
35646,VINTAGE BEAD PINK EVENING BAG,642.0,0.0,1043.44,0.0,1043.44
22511,RETROSPOT BABUSHKA DOORSTOP,397.0,1.0,1046.66,3.75,1042.91
23419,HOME SWEET HOME BOTTLE,473.0,1.0,1043.72,2.08,1041.64
84985A,SET OF 72 GREEN PAPER DOILIES,654.0,5.0,1047.93,7.25,1040.68
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,963.0,579.0,2898.12,1859.07,1039.05
20671,BLUE TEATIME PRINT BOWL,786.0,0.0,1038.72,0.0,1038.72
22134,MINI LADLE LOVE HEART RED,2354.0,12.0,1043.58,5.04,1038.54
84908A,PINK 5 PATCH FLOWER CUSHION COVER,432.0,1.0,1045.16,6.95,1038.21
22995,TRAVEL CARD WALLET SUKI,2381.0,49.0,1058.64,20.58,1038.06
35651,VINTAGE BEAD PINK SCARF,459.0,12.0,1057.62,19.8,1037.82
22821,GIFT BAG PSYCHEDELIC APPLES,1660.0,16.0,1047.45,10.4,1037.05
21269,ANTIQUE CREAM CUTLERY SHELF,114.0,0.0,1036.84,0.0,1036.84
21061,PARTY INVITES FOOTBALL,1396.0,12.0,1046.56,10.2,1036.36
22860,EASTER TIN CHICKS PINK DAISY,612.0,15.0,1060.85,24.75,1036.1
22266,EASTER DECORATION HANGING BUNNY,2542.0,7.0,1040.11,4.55,1035.56
22389,PAPERWEIGHT SAVE THE PLANET,647.0,100.0,1245.52,210.0,1035.52
85118,HEART T-LIGHT HOLDER,2054.0,207.0,1133.68,98.67,1035.01
23347,I LOVE LONDON BEAKER,860.0,34.0,1077.3,42.5,1034.8
21725,SWEETIES  STICKERS,1135.0,2.0,1036.43,1.7,1034.73
22856,ASSORTED EASTER DECORATIONS  BELLS,877.0,21.0,1059.85,26.25,1033.6
23088,ZINC HEART FLOWER T-LIGHT HOLDER,795.0,0.0,1033.28,0.0,1033.28
85144,JARDIN ETCHED GLASS CHEESE DISH,287.0,2.0,1046.85,14.5,1032.35
20783,HEART EAR MUFF HEADPHONES,165.0,4.0,1051.4,21.12,1030.28
84405A,S/3 PINK COL METAL BASKET W HANDLE,129.0,1.0,1042.16,12.75,1029.41
21202,DOLLY HONEYCOMB GARLAND,854.0,51.0,1103.48,74.55,1028.93
20652,BLUE SPOTTY LUGGAGE TAG,1516.0,0.0,1027.29,0.0,1027.29
46775A,BUBBLE GUM CHUNKY KNITTED THROW,83.0,1.0,1044.23,16.95,1027.28
23545,WRAP RED VINTAGE DOILY,2480.0,0.0,1025.6,0.0,1025.6
85180B,PINK HEARTS LIGHT CHAIN,364.0,0.0,1022.16,0.0,1022.16
22247,BUNNY DECORATION MAGIC GARDEN,1184.0,1.0,1022.79,0.75,1022.04
21904,HOUSE WRECKING METAL SIGN,757.0,97.0,1201.52,179.7,1021.82
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,632.0,3.0,1024.1,3.75,1020.35
23452,HEART MINI PORTRAIT FRAME,518.0,1.0,1021.76,1.95,1019.81
35923,CANDY HEART HANGING DECORATION,1545.0,4.0,1023.77,4.14,1019.63
20839,FRENCH PAISLEY CUSHION COVER,633.0,0.0,1018.11,0.0,1018.11
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,631.0,1.0,1020.21,2.55,1017.66
84923,PINK BUTTERFLY HANDBAG W BOBBLES,234.0,0.0,1017.64,0.0,1017.64
85031C,CURIOUS IMAGES SCRAP BOOK SET,481.0,0.0,1017.48,0.0,1017.48
21814,HEART T-LIGHT HOLDER,670.0,0.0,1016.53,0.0,1016.53
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1537.0,0.0,1016.42,0.0,1016.42
22806,SET OF 6 T-LIGHTS WEDDING CAKE,430.0,52.0,1149.02,134.2,1014.82
20619,TROPICAL PASSPORT COVER,578.0,0.0,1014.42,0.0,1014.42
22420,LIPSTICK PEN BABY PINK,2111.0,1.0,1014.75,0.42,1014.33
22717,CARD DOG AND BALL,2405.0,12.0,1018.42,5.04,1013.38
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",910.0,21.0,1020.61,9.65,1010.96
23107,WHITE WIRE PLANT POT HOLDER,359.0,0.0,1009.51,0.0,1009.51
84709B,PINK OVAL JEWELLED MIRROR,176.0,1.0,1014.48,5.95,1008.53
84905,PINK BUTTERFLY CUSHION COVER,269.0,0.0,1007.91,0.0,1007.91
23544,WALL ART MID CENTURY MODERN,164.0,1.0,1015.78,8.25,1007.53
22643,SET OF 4 NAPKIN CHARMS LEAVES,464.0,0.0,1006.24,0.0,1006.24
23153,ZINC SWEETHEART WIRE LETTER RACK,263.0,4.0,1020.69,15.0,1005.69
22049,WRAP CHRISTMAS SCREEN PRINT,3500.0,25.0,1015.75,10.5,1005.25
47310M,"SMALL POP BOX,FUNKY MONKEY",746.0,0.0,1004.94,0.0,1004.94
21664,RIDGED GLASS STORAGE JAR CREAM LID,258.0,7.0,1031.07,26.25,1004.82
21084,SET/6 COLLAGE PAPER CUPS,2929.0,24.0,1008.81,4.56,1004.25
72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,496.0,18.0,1047.2,43.1,1004.1
85126,LARGE ROUND CUTGLASS CANDLESTICK,156.0,10.0,1069.16,67.5,1001.66
85104,SILVER GLASS T-LIGHT SET,351.0,8.0,1024.49,23.6,1000.89
23281,FOLDING MIRROR RED,1280.0,0.0,1000.82,0.0,1000.82
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2501.0,0.0,1000.44,0.0,1000.44
21392,RED SPOTTY PUDDING BOWL,7545.0,3650.0,1478.13,478.44,999.69
23533,WALL ART GARDEN HAVEN,215.0,0.0,998.64,0.0,998.64
20730,STRAWBERRY CANDY BAG,2218.0,11.0,1011.7,13.75,997.95
21250,SET OF SKULL WALL STICKERS,402.0,0.0,997.55,0.0,997.55
23517,EMBROIDERED RIBBON REEL REBECCA,334.0,0.0,996.38,0.0,996.38
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,2303.0,36.0,1010.1,15.12,994.98
20705,MRS ROBOT SOFT TOY,273.0,1.0,996.19,1.95,994.24
20617,FIRST CLASS PASSPORT COVER,498.0,0.0,992.99,0.0,992.99
21127,COLOURFUL FISHING GNOME,297.0,1.0,998.03,5.95,992.08
72484,ROSES IN WHITE HEART CANDLE,1818.0,0.0,991.38,0.0,991.38
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,543.0,1.0,993.03,2.1,990.93
21690,SILVER  CANDLEPOT JARDIN,258.0,0.0,990.84,0.0,990.84
84964B,BLUE PAINTED KASHMIRI TABLE,17.0,0.0,990.0,0.0,990.0
21836,GINGHAM OVEN GLOVE RED HEART,249.0,4.0,1003.89,15.0,988.89
21721,CANDY SHOP  STICKER SHEET,1090.0,2.0,990.5,1.7,988.8
35958,FOLKART ZINC STAR CHRISTMAS DEC,1131.0,0.0,984.63,0.0,984.63
84686,BEACH HUT MIRROR,389.0,20.0,1027.79,43.4,984.39
22529,MAGIC SLATE GO TO THE FAIR,2437.0,0.0,984.03,0.0,984.03
35653,VINTAGE BEAD NOTEBOOK,311.0,0.0,982.53,0.0,982.53
84918,CREAM CUSHION COVER WITH FLOWERS,208.0,2.0,995.12,13.9,981.22
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,570.0,4.0,985.4,6.6,978.8
23512,EMBROIDERED RIBBON REEL ROSIE,500.0,0.0,975.24,0.0,975.24
35599B,BLACK CHRISTMAS TREE 120CM,268.0,0.0,974.81,0.0,974.81
21417,COCKLE SHELL DISH,502.0,25.0,1023.9,52.5,971.4
79323G,GOLD  CHERRY LIGHTS,314.0,175.0,2007.88,1037.45,970.43
21562,HAWAIIAN GRASS SKIRT,678.0,0.0,970.28,0.0,970.28
78124,MAGAZINE RACK GEBRA ASSORTED,730.0,0.0,969.61,0.0,969.61
23380,PACK OF 12 VINTAGE DOILY TISSUES,2344.0,36.0,983.5,14.04,969.46
22104,MIRROR MOSAIC CANDLE PLATE,1187.0,0.0,968.08,0.0,968.08
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1907.0,152.0,1415.69,448.4,967.29
21427,SKULLS STORAGE BOX SMALL,507.0,16.0,999.06,33.6,965.46
23514,EMBROIDERED RIBBON REEL SALLY,478.0,6.0,977.39,12.48,964.91
22108,PING! MICROWAVE PLATE,313.0,4.0,978.74,15.0,963.74
82616B,FRAPPUCINO SCARF KNITTING KIT,606.0,10.0,977.55,14.2,963.35
23518,EMBROIDERED RIBBON REEL RACHEL,361.0,6.0,980.41,17.34,963.07
20773,BLUE PAISLEY NOTEBOOK,3339.0,1.0,963.98,1.65,962.33
21691,SILVER VANILLA FLOWER CANDLE POT,249.0,0.0,960.99,0.0,960.99
17021,NAMASTE SWAGAT INCENSE,3720.0,78.0,984.24,23.4,960.84
20774,GREEN FERN NOTEBOOK,3484.0,1.0,962.48,1.65,960.83
72814,SET/3 CHRISTMAS BRIAR CANDLES,266.0,2.0,967.92,7.5,960.42
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1669.0,0.0,959.46,0.0,959.46
21208,PASTEL COLOUR HONEYCOMB FAN,1078.0,42.0,976.91,17.64,959.27
85130D,BEADED CRYSTAL HEART PINK LARGE,788.0,0.0,958.85,0.0,958.85
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,445.0,0.0,957.73,0.0,957.73
21805,WHITE CHRISTMAS TREE DECORATION,2221.0,0.0,957.63,0.0,957.63
23460,SWEETHEART WALL TIDY,108.0,5.0,1007.08,49.75,957.33
20782,CAMOUFLAGE EAR MUFF HEADPHONES,155.0,7.0,995.48,38.43,957.05
84360,TABLE LAMP WHITE SHADE WOOD BASE,179.0,0.0,956.89,0.0,956.89
84466,TOP SECRET PEN SET,1256.0,397.0,1348.36,391.85,956.51
22512,DOORSTOP RACING CAR DESIGN,384.0,0.0,956.17,0.0,956.17
21636,MADRAS NOTEBOOK MEDIUM,1014.0,12.0,985.74,30.6,955.14
85032B,BLOSSOM IMAGES GIFT WRAP SET,982.0,0.0,953.34,0.0,953.34
84907,PINK/YELLOW PATCH CUSHION COVER,391.0,6.0,999.17,45.9,953.27
84660B,BLACK STITCHED WALL CLOCK,752.0,0.0,952.66,0.0,952.66
20758,ABSTRACT CIRCLES POCKET BOOK,5425.0,1.0,953.42,0.85,952.57
21060,PARTY INVITES BALLOON GIRL,1276.0,0.0,952.55,0.0,952.55
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,737.0,0.0,952.51,0.0,952.51
85019B,BLOSSOM  IMAGES NOTEBOOK SET,718.0,24.0,982.47,30.0,952.47
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,856.0,0.0,950.4,0.0,950.4
47589,CONGRATULATIONS BUNTING,183.0,11.0,1008.73,59.95,948.78
