customer_id,first_purchase_at,last_purchase_at,sales_orders,return_orders,gross_sales,returns_value,net_revenue,recency_days,frequency,monetary,r_score,f_score,m_score,segment
14976,2011-01-17 11:09:00,2011-10-13 16:37:00,7,1,790.86,25.0,765.86,57,7,765.86,4,4,3,忠诚客户
12991,2010-11-15 13:43:00,2011-11-16 15:34:00,3,0,764.82,0.0,764.82,23,3,764.82,4,3,3,潜力客户
14690,2010-10-25 12:20:00,2011-10-26 15:39:00,4,1,777.68,13.09,764.59,44,4,764.59,4,4,3,忠诚客户
14413,2010-01-19 14:27:00,2010-12-12 13:37:00,4,0,764.52,0.0,764.52,362,4,764.52,2,4,3,高价值流失风险
15239,2011-09-22 09:53:00,2011-11-29 14:14:00,2,1,780.59,16.25,764.34,10,2,764.34,5,2,3,新近客户
17466,2011-09-22 09:16:00,2011-11-29 13:15:00,2,0,763.28,0.0,763.28,10,2,763.28,5,2,3,新近客户
15428,2009-12-17 17:46:00,2011-11-24 16:54:00,4,0,762.75,0.0,762.75,15,4,762.75,5,4,3,忠诚客户
15646,2010-10-25 13:06:00,2011-07-05 09:53:00,5,1,784.81,22.5,762.31,157,5,762.31,3,4,3,忠诚客户
16806,2011-04-14 19:59:00,2011-08-28 15:27:00,4,0,762.16,0.0,762.16,103,4,762.16,3,4,3,忠诚客户
13745,2010-06-11 17:19:00,2011-06-30 16:43:00,2,2,777.36,16.09,761.27,162,2,761.27,3,2,3,潜力客户
15066,2011-10-17 13:25:00,2011-10-17 13:25:00,1,1,893.59,133.0,760.59,53,1,760.59,4,1,3,新近客户
17425,2011-10-10 11:37:00,2011-11-20 15:30:00,2,0,759.17,0.0,759.17,19,2,759.17,4,2,3,新近客户
17495,2010-11-14 11:50:00,2011-12-02 12:08:00,3,1,806.72,47.65,759.07,7,3,759.07,5,3,3,潜力客户
13453,2010-11-02 13:23:00,2011-06-27 09:34:00,3,2,781.69,22.7,758.99,165,3,758.99,3,3,3,潜力客户
18246,2010-04-09 10:19:00,2011-11-16 11:49:00,3,0,758.82,0.0,758.82,23,3,758.82,4,3,3,潜力客户
15908,2010-07-15 19:21:00,2010-08-06 11:56:00,2,0,758.62,0.0,758.62,490,2,758.62,1,2,3,沉睡/低频
15568,2011-09-27 14:37:00,2011-12-07 11:27:00,3,0,758.29,0.0,758.29,2,3,758.29,5,3,3,潜力客户
13768,2009-12-09 10:25:00,2009-12-13 10:41:00,2,6,875.97,117.9,758.07,726,2,758.07,1,2,3,沉睡/低频
15006,2010-09-12 13:03:00,2011-10-19 15:08:00,2,0,757.78,0.0,757.78,51,2,757.78,4,2,3,新近客户
13034,2010-11-03 15:22:00,2011-10-16 12:21:00,3,0,756.82,0.0,756.82,54,3,756.82,4,3,3,潜力客户
16392,2010-05-27 11:17:00,2011-03-15 12:11:00,3,0,756.7,0.0,756.7,269,3,756.7,2,3,3,高价值流失风险
14883,2011-05-12 09:49:00,2011-11-21 10:23:00,6,1,761.59,4.95,756.64,18,6,756.64,5,4,3,忠诚客户
16411,2010-10-07 15:09:00,2011-11-20 13:23:00,4,0,756.39,0.0,756.39,19,4,756.39,4,4,3,忠诚客户
14037,2009-12-07 11:39:00,2011-06-16 13:57:00,6,1,836.95,81.0,755.95,176,6,755.95,3,4,3,忠诚客户
15331,2010-04-09 14:26:00,2010-07-28 09:42:00,3,1,767.91,12.5,755.41,499,3,755.41,1,3,3,高价值流失风险
18104,2011-11-02 14:07:00,2011-11-02 14:07:00,1,0,754.64,0.0,754.64,37,1,754.64,4,1,3,新近客户
18034,2010-11-29 12:36:00,2011-11-18 12:22:00,3,0,754.2,0.0,754.2,21,3,754.2,4,3,3,潜力客户
14234,2011-10-13 13:58:00,2011-11-17 17:53:00,4,0,754.12,0.0,754.12,22,4,754.12,4,4,3,忠诚客户
14176,2010-11-23 13:21:00,2011-02-15 13:12:00,5,1,756.46,2.9,753.56,297,5,753.56,2,4,3,高价值流失风险
14998,2010-04-13 16:07:00,2011-06-22 17:30:00,4,0,753.18,0.0,753.18,170,4,753.18,3,4,3,忠诚客户
13730,2011-07-01 12:47:00,2011-07-27 08:35:00,2,0,752.6,0.0,752.6,135,2,752.6,3,2,3,潜力客户
13030,2010-12-06 14:31:00,2011-11-28 14:30:00,2,0,752.44,0.0,752.44,11,2,752.44,5,2,3,新近客户
14247,2010-06-06 15:07:00,2011-03-06 15:21:00,5,1,753.56,2.95,750.61,278,5,750.61,2,4,3,高价值流失风险
13598,2010-02-26 11:22:00,2011-10-23 14:28:00,5,1,761.96,12.75,749.21,47,5,749.21,4,4,3,忠诚客户
14923,2011-10-20 11:51:00,2011-10-20 11:51:00,1,0,749.1,0.0,749.1,50,1,749.1,4,1,3,新近客户
16972,2010-09-09 11:20:00,2010-11-22 10:59:00,2,0,749.0,0.0,749.0,382,2,749.0,2,2,3,沉睡/低频
14912,2010-01-26 16:29:00,2011-11-23 09:20:00,6,5,1889.25,1140.67,748.58,16,6,748.58,5,4,3,忠诚客户
15656,2011-02-28 15:32:00,2011-10-25 14:56:00,4,0,748.5,0.0,748.5,45,4,748.5,4,4,3,忠诚客户
13108,2010-09-30 17:09:00,2010-12-02 10:35:00,2,0,748.46,0.0,748.46,372,2,748.46,2,2,3,沉睡/低频
15137,2010-01-28 15:45:00,2010-07-07 09:41:00,2,3,823.4,75.85,747.55,520,2,747.55,1,2,3,沉睡/低频
15618,2011-07-26 10:13:00,2011-11-07 08:34:00,4,1,776.851,29.82,747.031,32,4,747.031,4,4,3,忠诚客户
15533,2011-09-11 15:41:00,2011-11-20 15:35:00,3,2,807.57,60.65,746.92,19,3,746.92,4,3,3,潜力客户
17387,2011-11-06 11:25:00,2011-11-20 11:00:00,2,0,746.81,0.0,746.81,19,2,746.81,4,2,3,新近客户
17889,2010-03-31 10:54:00,2011-05-11 16:26:00,7,0,746.42,0.0,746.42,212,7,746.42,2,4,3,高价值流失风险
14050,2011-08-25 13:46:00,2011-11-08 10:00:00,2,0,746.36,0.0,746.36,31,2,746.36,4,2,3,新近客户
14228,2010-06-11 12:29:00,2010-09-28 09:45:00,3,0,745.5,0.0,745.5,437,3,745.5,1,3,3,高价值流失风险
17579,2010-05-10 14:28:00,2011-12-05 12:28:00,4,1,753.28,8.7,744.58,4,4,744.58,5,4,3,忠诚客户
14437,2010-05-05 12:20:00,2010-12-09 09:27:00,5,2,873.34,128.9,744.44,365,5,744.44,2,4,3,高价值流失风险
12871,2010-09-26 10:34:00,2011-09-16 15:07:00,3,0,744.02,0.0,744.02,84,3,744.02,3,3,3,潜力客户
13070,2009-12-07 14:44:00,2011-05-31 13:45:00,4,1,751.7,7.8,743.9,192,4,743.9,2,4,3,高价值流失风险
13354,2011-09-29 13:17:00,2011-09-29 13:17:00,1,0,743.53,0.0,743.53,71,1,743.53,3,1,3,潜力客户
14104,2010-05-28 16:11:00,2011-07-08 12:50:00,5,0,743.53,0.0,743.53,154,5,743.53,3,4,3,忠诚客户
17038,2010-10-20 16:04:00,2011-11-09 13:50:00,2,0,743.17,0.0,743.17,30,2,743.17,4,2,3,新近客户
15420,2009-12-05 13:29:00,2010-10-01 15:46:00,6,0,743.0,0.0,743.0,434,6,743.0,1,4,3,高价值流失风险
14302,2009-12-02 08:16:00,2010-10-05 08:10:00,3,0,742.9,0.0,742.9,430,3,742.9,1,3,3,高价值流失风险
18275,2009-12-08 16:23:00,2010-05-10 15:46:00,2,0,741.85,0.0,741.85,578,2,741.85,1,2,3,沉睡/低频
13721,2010-11-09 17:59:00,2011-11-03 14:05:00,2,0,741.54,0.0,741.54,36,2,741.54,4,2,3,新近客户
13713,2010-05-05 16:48:00,2010-10-27 16:18:00,3,0,740.76,0.0,740.76,408,3,740.76,2,3,3,高价值流失风险
15831,2011-01-19 14:52:00,2011-10-12 13:14:00,3,1,794.64,54.0,740.64,58,3,740.64,4,3,3,潜力客户
15107,2010-09-14 10:47:00,2011-02-01 14:46:00,9,3,824.35,84.09,740.26,311,9,740.26,2,5,3,高价值流失风险
17114,2011-01-09 11:39:00,2011-12-04 12:17:00,8,2,801.12,61.4,739.72,5,8,739.72,5,5,3,忠诚客户
15720,2010-06-07 15:40:00,2011-11-15 14:48:00,2,0,739.22,0.0,739.22,24,2,739.22,4,2,3,新近客户
12603,2011-11-18 10:42:00,2011-11-18 10:42:00,1,0,739.2,0.0,739.2,21,1,739.2,4,1,3,新近客户
17760,2010-02-28 12:15:00,2011-11-18 10:56:00,6,1,746.39,7.25,739.14,21,6,739.14,4,4,3,忠诚客户
15988,2010-02-21 11:36:00,2011-11-20 13:23:00,3,0,738.89,0.0,738.89,19,3,738.89,4,3,3,潜力客户
12632,2010-05-24 09:07:00,2010-07-07 09:39:00,2,2,804.88,66.0,738.88,520,2,738.88,1,2,3,沉睡/低频
15070,2009-12-15 13:49:00,2010-12-02 11:23:00,3,0,737.05,0.0,737.05,372,3,737.05,2,3,3,高价值流失风险
15462,2010-09-20 10:23:00,2011-09-06 13:11:00,4,0,737.05,0.0,737.05,94,4,737.05,3,4,3,忠诚客户
17461,2011-11-10 12:01:00,2011-11-17 10:21:00,3,0,735.82,0.0,735.82,22,3,735.82,4,3,3,潜力客户
18190,2009-12-22 12:05:00,2011-05-31 14:48:00,5,1,745.62,9.95,735.67,192,5,735.67,2,4,3,高价值流失风险
12527,2010-06-28 15:37:00,2011-09-19 11:55:00,5,0,735.51,0.0,735.51,81,5,735.51,3,4,3,忠诚客户
13286,2010-04-18 15:35:00,2010-04-18 15:35:00,1,0,734.91,0.0,734.91,600,1,734.91,1,1,3,沉睡/低频
15938,2010-06-01 09:42:00,2011-08-19 12:56:00,9,0,734.81,0.0,734.81,112,9,734.81,3,5,3,忠诚客户
17616,2010-09-14 10:43:00,2011-06-19 10:11:00,4,0,734.4,0.0,734.4,173,4,734.4,3,4,3,忠诚客户
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,1,742.19,8.3,733.89,17,2,733.89,5,2,3,新近客户
12537,2010-10-27 08:36:00,2010-10-27 08:36:00,1,0,732.94,0.0,732.94,408,1,732.94,2,1,3,沉睡/低频
13575,2011-06-16 14:24:00,2011-11-16 13:14:00,5,0,732.07,0.0,732.07,23,5,732.07,4,4,3,忠诚客户
13780,2010-10-28 19:51:00,2011-12-02 13:49:00,3,0,732.07,0.0,732.07,7,3,732.07,5,3,3,潜力客户
14778,2011-02-04 11:43:00,2011-08-04 15:23:00,2,0,730.86,0.0,730.86,127,2,730.86,3,2,3,潜力客户
13452,2010-08-24 09:53:00,2011-03-25 14:19:00,3,0,729.8,0.0,729.8,259,3,729.8,2,3,3,高价值流失风险
12925,2010-04-26 10:32:00,2011-12-05 11:11:00,3,0,729.33,0.0,729.33,4,3,729.33,5,3,3,潜力客户
15872,2010-06-07 14:53:00,2011-11-25 11:55:00,4,0,729.25,0.0,729.25,14,4,729.25,5,4,3,忠诚客户
17756,2010-11-10 12:54:00,2010-11-29 12:20:00,3,0,728.75,0.0,728.75,375,3,728.75,2,3,3,高价值流失风险
13950,2011-04-07 11:29:00,2011-11-28 14:44:00,4,1,745.06,16.5,728.56,11,4,728.56,5,4,3,忠诚客户
12786,2010-04-09 12:12:00,2010-04-09 12:12:00,1,0,728.5,0.0,728.5,609,1,728.5,1,1,3,沉睡/低频
17141,2010-01-24 14:19:00,2010-10-17 14:54:00,4,0,727.58,0.0,727.58,418,4,727.58,1,4,3,高价值流失风险
13236,2011-08-25 08:58:00,2011-11-15 12:50:00,2,1,744.85,17.58,727.27,24,2,727.27,4,2,3,新近客户
16447,2010-02-17 14:09:00,2011-07-27 12:45:00,3,0,727.1,0.0,727.1,135,3,727.1,3,3,3,潜力客户
16075,2010-05-24 15:57:00,2010-07-25 11:31:00,2,1,736.93,9.95,726.98,502,2,726.98,1,2,3,沉睡/低频
13569,2010-10-07 13:05:00,2011-11-22 13:07:00,4,0,726.54,0.0,726.54,17,4,726.54,5,4,3,忠诚客户
16465,2010-09-21 10:46:00,2010-10-15 09:27:00,2,1,746.24,19.9,726.34,420,2,726.34,1,2,3,沉睡/低频
16892,2009-12-08 14:20:00,2011-12-08 13:18:00,7,2,754.75,28.7,726.05,1,7,726.05,5,4,3,忠诚客户
18078,2010-03-21 15:50:00,2011-05-06 14:32:00,4,0,725.53,0.0,725.53,217,4,725.53,2,4,3,高价值流失风险
12723,2011-10-05 15:52:00,2011-12-06 10:19:00,5,0,725.07,0.0,725.07,3,5,725.07,5,4,3,忠诚客户
15368,2010-11-10 15:52:00,2011-11-18 14:42:00,2,0,722.74,0.0,722.74,21,2,722.74,4,2,3,新近客户
16924,2011-09-16 12:54:00,2011-11-18 12:53:00,3,1,829.89,107.25,722.64,21,3,722.64,4,3,3,潜力客户
13264,2010-09-23 12:42:00,2010-09-23 12:42:00,1,0,722.56,0.0,722.56,442,1,722.56,1,1,3,沉睡/低频
13980,2010-02-21 14:18:00,2011-10-10 13:34:00,5,4,768.82,46.8,722.02,60,5,722.02,3,4,3,忠诚客户
18247,2010-03-18 15:52:00,2010-10-21 09:49:00,3,3,839.73,118.3,721.43,414,3,721.43,1,3,3,高价值流失风险
13370,2010-12-03 10:26:00,2010-12-03 10:26:00,1,1,754.87,33.55,721.32,371,1,721.32,2,1,3,沉睡/低频
13441,2010-10-04 10:38:00,2011-09-09 09:38:00,2,0,720.9,0.0,720.9,91,2,720.9,3,2,3,潜力客户
13921,2009-12-18 12:19:00,2010-11-02 16:32:00,4,1,730.7,9.95,720.75,402,4,720.75,2,4,3,高价值流失风险
16023,2011-03-18 13:32:00,2011-10-24 16:34:00,3,0,719.81,0.0,719.81,46,3,719.81,4,3,3,潜力客户
13541,2010-05-18 16:15:00,2010-10-08 16:37:00,2,1,785.25,67.35,717.9,427,2,717.9,1,2,3,沉睡/低频
13537,2010-09-14 10:41:00,2010-10-10 12:45:00,2,0,717.85,0.0,717.85,425,2,717.85,1,2,3,沉睡/低频
12573,2010-08-31 17:25:00,2011-04-26 15:52:00,5,0,717.41,0.0,717.41,227,5,717.41,2,4,3,高价值流失风险
17860,2009-12-11 16:48:00,2010-12-06 12:41:00,4,0,717.39,0.0,717.39,368,4,717.39,2,4,3,高价值流失风险
16526,2010-05-04 16:34:00,2011-06-21 12:02:00,2,0,717.21,0.0,717.21,171,2,717.21,3,2,3,潜力客户
15274,2011-11-21 14:17:00,2011-12-05 16:57:00,2,0,716.57,0.0,716.57,4,2,716.57,5,2,3,新近客户
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2,0,716.35,0.0,716.35,91,2,716.35,3,2,3,潜力客户
15309,2009-12-04 13:01:00,2010-04-08 11:11:00,4,6,797.96,82.43,715.53,610,4,715.53,1,4,3,高价值流失风险
18133,2011-05-11 14:14:00,2011-05-11 14:14:00,1,1,931.5,216.0,715.5,212,1,715.5,2,1,3,沉睡/低频
12492,2010-11-01 14:58:00,2011-10-07 15:15:00,3,0,715.21,0.0,715.21,63,3,715.21,3,3,3,潜力客户
14798,2010-03-01 08:38:00,2011-10-18 10:58:00,8,1,724.31,9.2,715.11,52,8,715.11,4,5,3,忠诚客户
15330,2011-10-10 12:30:00,2011-11-07 17:50:00,2,0,714.96,0.0,714.96,32,2,714.96,4,2,3,新近客户
16269,2010-09-28 11:50:00,2010-09-28 11:50:00,1,1,717.57,2.98,714.59,437,1,714.59,1,1,3,沉睡/低频
17615,2010-08-11 12:54:00,2011-08-01 14:06:00,6,1,721.8,7.5,714.3,130,6,714.3,3,4,3,忠诚客户
14048,2010-11-22 14:08:00,2011-02-07 14:53:00,3,1,748.69,34.8,713.89,305,3,713.89,2,3,3,高价值流失风险
13512,2010-05-05 13:22:00,2011-03-24 10:03:00,4,0,713.39,0.0,713.39,260,4,713.39,2,4,3,高价值流失风险
13604,2010-02-19 12:02:00,2010-02-19 12:02:00,1,1,717.62,4.23,713.39,658,1,713.39,1,1,3,沉睡/低频
14026,2010-03-24 14:10:00,2010-08-26 10:31:00,2,0,713.11,0.0,713.11,470,2,713.11,1,2,3,沉睡/低频
13147,2011-09-01 12:28:00,2011-11-29 13:59:00,4,0,712.8,0.0,712.8,10,4,712.8,5,4,3,忠诚客户
17761,2011-11-07 10:23:00,2011-11-07 10:23:00,1,0,712.78,0.0,712.78,32,1,712.78,4,1,3,新近客户
17979,2011-03-25 11:34:00,2011-11-04 12:05:00,4,1,732.41,19.9,712.51,35,4,712.51,4,4,3,忠诚客户
14470,2010-10-05 12:39:00,2011-11-28 10:31:00,3,0,712.04,0.0,712.04,11,3,712.04,5,3,3,潜力客户
16602,2010-11-16 09:13:00,2011-11-03 15:54:00,2,3,763.33,51.7,711.63,36,2,711.63,4,2,3,新近客户
15127,2010-07-08 10:07:00,2011-10-05 10:30:00,2,0,711.5,0.0,711.5,65,2,711.5,3,2,3,潜力客户
13699,2010-06-07 13:03:00,2011-07-07 16:51:00,2,1,764.15,52.75,711.4,155,2,711.4,3,2,3,潜力客户
17374,2010-11-09 17:14:00,2011-05-05 09:05:00,3,1,727.11,15.9,711.21,218,3,711.21,2,3,3,高价值流失风险
13103,2010-05-11 14:41:00,2011-10-31 09:38:00,3,0,709.64,0.0,709.64,39,3,709.64,4,3,3,潜力客户
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,2,825.8,117.43,708.37,21,3,708.37,4,3,3,潜力客户
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,0,708.1,0.0,708.1,529,1,708.1,1,1,3,沉睡/低频
14398,2010-06-30 11:57:00,2010-11-03 13:46:00,2,0,707.79,0.0,707.79,401,2,707.79,2,2,3,沉睡/低频
12781,2011-02-28 08:43:00,2011-10-07 10:37:00,2,3,826.74,119.02,707.72,63,2,707.72,3,2,3,潜力客户
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,0,707.09,0.0,707.09,134,1,707.09,3,1,3,潜力客户
14942,2009-12-10 10:32:00,2010-11-03 10:51:00,4,1,746.56,40.0,706.56,401,4,706.56,2,4,3,高价值流失风险
17051,2010-03-21 14:55:00,2011-05-29 14:13:00,4,0,706.49,0.0,706.49,194,4,706.49,2,4,3,高价值流失风险
12890,2010-11-17 14:05:00,2011-11-15 17:26:00,2,0,706.02,0.0,706.02,24,2,706.02,4,2,3,新近客户
16364,2011-07-25 14:35:00,2011-11-28 11:27:00,2,0,705.79,0.0,705.79,11,2,705.79,5,2,3,新近客户
16882,2011-01-26 17:43:00,2011-10-04 10:42:00,3,0,705.12,0.0,705.12,66,3,705.12,3,3,3,潜力客户
12883,2011-09-11 15:18:00,2011-11-15 09:32:00,4,0,703.47,0.0,703.47,24,4,703.47,4,4,3,忠诚客户
15103,2011-09-14 13:54:00,2011-11-08 14:53:00,2,0,703.36,0.0,703.36,31,2,703.36,4,2,3,新近客户
17561,2009-12-06 13:29:00,2011-11-20 12:53:00,4,0,703.02,0.0,703.02,19,4,703.02,4,4,3,忠诚客户
16730,2011-01-24 14:01:00,2011-10-18 14:11:00,3,1,743.11,40.32,702.79,52,3,702.79,4,3,3,潜力客户
14699,2010-07-02 12:04:00,2011-05-09 14:54:00,4,0,702.6,0.0,702.6,214,4,702.6,2,4,3,高价值流失风险
16997,2011-01-18 11:51:00,2011-02-24 17:28:00,3,0,702.0,0.0,702.0,288,3,702.0,2,3,3,高价值流失风险
17825,2009-12-14 12:09:00,2010-04-20 12:01:00,4,0,701.96,0.0,701.96,598,4,701.96,1,4,3,高价值流失风险
14324,2010-01-15 13:31:00,2010-10-26 11:44:00,2,0,701.61,0.0,701.61,409,2,701.61,2,2,3,沉睡/低频
14179,2011-10-18 14:00:00,2011-10-30 12:07:00,2,0,701.57,0.0,701.57,40,2,701.57,4,2,3,新近客户
16565,2010-06-02 12:47:00,2010-12-10 15:21:00,4,1,773.05,72.6,700.45,364,4,700.45,2,4,3,高价值流失风险
13833,2010-10-31 14:11:00,2011-07-03 13:27:00,2,0,700.41,0.0,700.41,159,2,700.41,3,2,3,潜力客户
17163,2010-02-02 10:39:00,2011-11-18 08:57:00,4,0,699.78,0.0,699.78,21,4,699.78,4,4,3,忠诚客户
13242,2010-02-09 13:12:00,2011-08-19 12:53:00,7,0,699.4,0.0,699.4,112,7,699.4,3,4,3,忠诚客户
16018,2009-12-07 13:57:00,2011-10-31 14:13:00,4,0,698.13,0.0,698.13,39,4,698.13,4,4,3,忠诚客户
16415,2010-02-01 12:30:00,2011-10-26 13:35:00,3,0,696.76,0.0,696.76,44,3,696.76,4,3,3,潜力客户
13101,2010-01-27 15:49:00,2011-04-19 14:37:00,4,0,695.4,0.0,695.4,234,4,695.4,2,4,3,高价值流失风险
15995,2010-10-21 13:57:00,2010-10-21 13:57:00,1,0,694.54,0.0,694.54,414,1,694.54,1,1,3,沉睡/低频
15053,2011-03-03 12:06:00,2011-12-05 12:08:00,3,0,693.95,0.0,693.95,4,3,693.95,5,3,3,潜力客户
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,6,2,952.41,260.0,692.41,217,6,692.41,2,4,3,高价值流失风险
17547,2010-02-12 14:34:00,2010-11-29 09:41:00,2,2,727.85,35.5,692.35,375,2,692.35,2,2,3,沉睡/低频
17198,2010-12-03 14:54:00,2011-11-16 10:39:00,3,0,692.22,0.0,692.22,23,3,692.22,4,3,3,潜力客户
17733,2011-03-23 09:54:00,2011-11-01 08:16:00,2,0,692.19,0.0,692.19,38,2,692.19,4,2,3,新近客户
12817,2010-10-01 08:57:00,2011-03-03 16:28:00,3,0,690.98,0.0,690.98,281,3,690.98,2,3,3,高价值流失风险
14880,2011-02-24 12:27:00,2011-09-23 13:42:00,3,0,690.59,0.0,690.59,77,3,690.59,3,3,3,潜力客户
13927,2010-09-28 16:12:00,2011-09-26 12:00:00,2,1,708.26,18.3,689.96,74,2,689.96,3,2,3,潜力客户
16545,2010-11-29 10:39:00,2011-06-28 10:37:00,2,0,689.82,0.0,689.82,164,2,689.82,3,2,3,潜力客户
16015,2011-10-21 12:56:00,2011-12-06 10:58:00,3,1,704.55,14.85,689.7,3,3,689.7,5,3,3,潜力客户
17834,2010-09-20 15:32:00,2010-10-21 12:09:00,2,0,689.67,0.0,689.67,414,2,689.67,1,2,3,沉睡/低频
13626,2010-11-25 16:12:00,2011-04-01 10:05:00,2,1,707.04,17.55,689.49,252,2,689.49,2,2,3,沉睡/低频
17502,2011-11-10 16:39:00,2011-11-30 13:13:00,4,0,689.1,0.0,689.1,9,4,689.1,5,4,3,忠诚客户
15361,2010-06-14 13:27:00,2010-12-13 09:52:00,4,0,689.07,0.0,689.07,361,4,689.07,2,4,3,高价值流失风险
14111,2011-04-12 11:36:00,2011-11-25 13:44:00,4,1,692.85,4.25,688.6,14,4,688.6,5,4,3,忠诚客户
18017,2010-10-04 15:11:00,2011-09-19 16:15:00,4,0,688.0,0.0,688.0,81,4,688.0,3,4,3,忠诚客户
14809,2010-03-28 15:42:00,2010-03-28 15:44:00,2,0,686.76,0.0,686.76,621,2,686.76,1,2,3,沉睡/低频
16309,2011-04-13 11:46:00,2011-08-25 15:35:00,2,1,706.57,19.9,686.67,106,2,686.67,3,2,3,潜力客户
13898,2010-10-24 15:42:00,2011-01-18 10:28:00,2,0,686.4,0.0,686.4,325,2,686.4,2,2,3,沉睡/低频
16824,2010-11-11 12:21:00,2011-11-24 12:38:00,3,0,686.24,0.0,686.24,15,3,686.24,5,3,3,潜力客户
12658,2011-11-21 10:22:00,2011-11-21 10:22:00,1,0,686.05,0.0,686.05,18,1,686.05,5,1,3,新近客户
15219,2010-03-01 11:33:00,2011-06-16 16:57:00,2,0,685.45,0.0,685.45,176,2,685.45,3,2,3,潜力客户
15184,2009-12-16 12:06:00,2011-11-10 13:41:00,4,0,685.39,0.0,685.39,29,4,685.39,4,4,3,忠诚客户
12519,2010-08-20 08:21:00,2011-10-07 09:26:00,2,1,716.54,31.35,685.19,63,2,685.19,3,2,3,潜力客户
14959,2011-02-16 13:00:00,2011-10-06 18:23:00,4,1,695.42,10.45,684.97,64,4,684.97,3,4,3,忠诚客户
16885,2010-11-19 12:51:00,2011-11-24 13:40:00,4,0,684.6,0.0,684.6,15,4,684.6,5,4,3,忠诚客户
14222,2011-06-15 16:42:00,2011-06-15 16:42:00,1,0,683.17,0.0,683.17,177,1,683.17,3,1,3,潜力客户
15582,2011-05-03 13:36:00,2011-11-15 09:55:00,3,0,682.91,0.0,682.91,24,3,682.91,4,3,3,潜力客户
13987,2010-11-04 09:54:00,2010-11-25 10:20:00,2,0,682.54,0.0,682.54,379,2,682.54,2,2,3,沉睡/低频
18187,2010-03-18 09:49:00,2010-03-18 09:49:00,1,2,724.89,42.7,682.19,631,1,682.19,1,1,3,沉睡/低频
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,0,680.99,0.0,680.99,3,1,680.99,5,1,3,新近客户
18271,2009-12-08 11:27:00,2010-04-09 09:26:00,2,0,680.85,0.0,680.85,609,2,680.85,1,2,3,沉睡/低频
18082,2011-11-14 12:45:00,2011-11-14 12:45:00,1,0,680.84,0.0,680.84,25,1,680.84,4,1,3,新近客户
13524,2011-05-04 12:26:00,2011-10-30 12:34:00,5,0,680.18,0.0,680.18,40,5,680.18,4,4,3,忠诚客户
13809,2010-09-05 11:42:00,2011-02-07 13:15:00,3,0,679.7,0.0,679.7,305,3,679.7,2,3,3,高价值流失风险
14497,2010-02-04 09:59:00,2011-02-03 17:01:00,2,1,697.06,17.9,679.16,309,2,679.16,2,2,3,沉睡/低频
17782,2010-11-22 10:03:00,2010-11-22 11:15:00,2,0,679.02,0.0,679.02,382,2,679.02,2,2,3,沉睡/低频
16262,2010-11-26 13:22:00,2010-11-26 13:22:00,1,2,755.15,77.37,677.78,378,1,677.78,2,1,3,沉睡/低频
15669,2011-03-21 09:13:00,2011-10-30 16:03:00,4,1,684.34,6.65,677.69,40,4,677.69,4,4,3,忠诚客户
16601,2010-03-26 13:39:00,2011-10-30 11:09:00,3,0,677.0,0.0,677.0,40,3,677.0,4,3,3,潜力客户
13040,2011-11-06 13:53:00,2011-12-01 10:38:00,2,0,676.99,0.0,676.99,8,2,676.99,5,2,3,新近客户
13729,2010-01-24 14:57:00,2010-09-30 10:44:00,3,2,724.73,48.3,676.43,435,3,676.43,1,3,3,高价值流失风险
18156,2010-12-05 12:29:00,2011-11-27 12:24:00,2,0,675.64,0.0,675.64,12,2,675.64,5,2,3,新近客户
12942,2010-12-09 09:34:00,2011-07-31 14:39:00,3,0,675.6,0.0,675.6,131,3,675.6,3,3,3,潜力客户
13325,2011-09-19 10:36:00,2011-09-19 10:36:00,1,0,675.3,0.0,675.3,81,1,675.3,3,1,3,潜力客户
16646,2010-09-16 13:28:00,2010-09-16 13:28:00,1,1,678.8,3.75,675.05,449,1,675.05,1,1,3,沉睡/低频
13355,2011-08-09 14:48:00,2011-08-09 14:48:00,1,0,674.7,0.0,674.7,122,1,674.7,3,1,3,潜力客户
16449,2011-03-04 12:15:00,2011-05-26 10:25:00,2,1,707.69,33.0,674.69,197,2,674.69,2,2,3,沉睡/低频
13585,2009-12-01 14:56:00,2010-06-27 12:33:00,3,1,684.54,10.08,674.46,530,3,674.46,1,3,3,高价值流失风险
13951,2011-02-18 15:21:00,2011-06-16 16:43:00,3,0,674.45,0.0,674.45,176,3,674.45,3,3,3,潜力客户
12601,2010-10-31 10:57:00,2011-06-03 10:17:00,6,1,681.26,7.5,673.76,189,6,673.76,2,4,3,高价值流失风险
14504,2011-03-06 14:38:00,2011-10-23 16:00:00,4,0,673.26,0.0,673.26,47,4,673.26,4,4,3,忠诚客户
16226,2010-10-22 11:19:00,2011-05-20 14:41:00,5,0,672.17,0.0,672.17,203,5,672.17,2,4,3,高价值流失风险
15562,2009-12-13 15:17:00,2010-12-23 09:55:00,3,0,671.43,0.0,671.43,351,3,671.43,2,3,3,高价值流失风险
