line_id,invoice_id,stock_code,description,quantity,invoice_at,unit_price,customer_id,country,line_amount,transaction_type,is_service_line
1066972,581498,48138,DOORMAT UNION FLAG,1,2011-12-09 10:26:00,14.13,,United Kingdom,14.13,sale,0
1066971,581498,35970,ZINC FOLKART SLEIGH BELLS,6,2011-12-09 10:26:00,4.13,,United Kingdom,24.78,sale,0
1066970,581498,23564,EGG CUP MILKMAID INGRID,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066969,581498,23501,KEY RING BASEBALL BOOT UNION JACK,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066968,581498,23497,CLASSIC CHROME BICYCLE BELL,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066967,581498,23494,VINTAGE DOILY DELUXE SEWING KIT,1,2011-12-09 10:26:00,12.46,,United Kingdom,12.46,sale,0
1066966,581498,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066965,581498,23480,MINI LIGHTS WOODLAND MUSHROOMS,1,2011-12-09 10:26:00,7.46,,United Kingdom,7.46,sale,0
1066964,581498,23437,50'S CHRISTMAS GIFT BAG LARGE,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066963,581498,23388,WOODLAND MINI BACKPACK,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066962,581498,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,10,2011-12-09 10:26:00,7.46,,United Kingdom,74.6,sale,0
1066961,581498,23370,SET 36 COLOURING PENCILS DOILY,3,2011-12-09 10:26:00,1.25,,United Kingdom,3.75,sale,0
1066960,581498,23369,SET 36 COLOUR PENCILS LOVE LONDON,1,2011-12-09 10:26:00,1.25,,United Kingdom,1.25,sale,0
1066959,581498,23368,SET 12 COLOUR PENCILS DOLLY GIRL,3,2011-12-09 10:26:00,1.25,,United Kingdom,3.75,sale,0
1066958,581498,23354,6 GIFT TAGS 50'S CHRISTMAS,9,2011-12-09 10:26:00,1.63,,United Kingdom,14.67,sale,0
1066957,581498,23353,6 GIFT TAGS VINTAGE CHRISTMAS,10,2011-12-09 10:26:00,1.63,,United Kingdom,16.3,sale,0
1066956,581498,23352,ROLL WRAP 50'S RED CHRISTMAS,8,2011-12-09 10:26:00,2.46,,United Kingdom,19.68,sale,0
1066955,581498,23351,ROLL WRAP 50'S CHRISTMAS,22,2011-12-09 10:26:00,2.46,,United Kingdom,54.12,sale,0
1066954,581498,23349,ROLL WRAP VINTAGE CHRISTMAS,8,2011-12-09 10:26:00,2.46,,United Kingdom,19.68,sale,0
1066953,581498,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,6,2011-12-09 10:26:00,7.46,,United Kingdom,44.76,sale,0
1066952,581498,23312,VINTAGE CHRISTMAS GIFT SACK,3,2011-12-09 10:26:00,8.29,,United Kingdom,24.87,sale,0
1066951,581498,23311,VINTAGE CHRISTMAS STOCKING,6,2011-12-09 10:26:00,4.96,,United Kingdom,29.76,sale,0
1066950,581498,23301,GARDENERS KNEELING PAD KEEP CALM,32,2011-12-09 10:26:00,3.29,,United Kingdom,105.28,sale,0
1066949,581498,23300,GARDENERS KNEELING PAD CUP OF TEA,9,2011-12-09 10:26:00,3.29,,United Kingdom,29.61,sale,0
1066948,581498,23298,SPOTTY BUNTING,1,2011-12-09 10:26:00,10.79,,United Kingdom,10.79,sale,0
1066947,581498,23295,SET OF 12 MINI LOAF BAKING CASES,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066946,581498,23245,SET OF 3 REGENCY CAKE TINS,5,2011-12-09 10:26:00,10.79,,United Kingdom,53.95,sale,0
1066945,581498,23201,JUMBO BAG ALPHABET,6,2011-12-09 10:26:00,4.13,,United Kingdom,24.78,sale,0
1066944,581498,23199,JUMBO BAG APPLES,6,2011-12-09 10:26:00,4.13,,United Kingdom,24.78,sale,0
1066943,581498,23198,PANTRY MAGNETIC  SHOPPING LIST,2,2011-12-09 10:26:00,3.29,,United Kingdom,6.58,sale,0
1066942,581498,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066941,581498,23181,BULL DOG BOTTLE TOP WALL CLOCK,1,2011-12-09 10:26:00,16.63,,United Kingdom,16.63,sale,0
1066940,581498,23172,REGENCY TEA PLATE PINK,4,2011-12-09 10:26:00,3.29,,United Kingdom,13.16,sale,0
1066939,581498,23171,REGENCY TEA PLATE GREEN,5,2011-12-09 10:26:00,3.29,,United Kingdom,16.45,sale,0
1066938,581498,23170,REGENCY TEA PLATE ROSES,4,2011-12-09 10:26:00,3.29,,United Kingdom,13.16,sale,0
1066937,581498,23080,RED METAL BOX TOP SECRET,5,2011-12-09 10:26:00,16.63,,United Kingdom,83.15,sale,0
1066936,581498,23014,GLASS APOTHECARY BOTTLE ELIXIR,2,2011-12-09 10:26:00,8.29,,United Kingdom,16.58,sale,0
1066935,581498,23013,GLASS APOTHECARY BOTTLE TONIC,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066934,581498,23012,GLASS APOTHECARY BOTTLE PERFUME,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066933,581498,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-12-09 10:26:00,3.29,,United Kingdom,6.58,sale,0
1066932,581498,22966,GINGERBREAD MAN COOKIE CUTTER,2,2011-12-09 10:26:00,2.46,,United Kingdom,4.92,sale,0
1066931,581498,22961,JAM MAKING SET PRINTED,4,2011-12-09 10:26:00,3.29,,United Kingdom,13.16,sale,0
1066930,581498,22960,JAM MAKING SET WITH JARS,5,2011-12-09 10:26:00,8.29,,United Kingdom,41.45,sale,0
1066929,581498,22952,60 CAKE CASES VINTAGE CHRISTMAS,7,2011-12-09 10:26:00,1.25,,United Kingdom,8.75,sale,0
1066928,581498,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,2011-12-09 10:26:00,5.79,,United Kingdom,28.95,sale,0
1066927,581498,22900,SET 2 TEA TOWELS I LOVE LONDON,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066926,581498,22891,TEA FOR ONE POLKADOT,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066925,581498,22866,HAND WARMER SCOTTY DOG DESIGN,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066924,581498,22865,HAND WARMER OWL DESIGN,1,2011-12-09 10:26:00,4.96,,United Kingdom,4.96,sale,0
1066923,581498,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-12-09 10:26:00,12.46,,United Kingdom,12.46,sale,0
1066922,581498,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-12-09 10:26:00,16.63,,United Kingdom,33.26,sale,0
1066921,581498,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-12-09 10:26:00,29.17,,United Kingdom,29.17,sale,0
1066920,581498,22813,PACK 3 BOXES BIRD PANETTONE,4,2011-12-09 10:26:00,4.13,,United Kingdom,16.52,sale,0
1066919,581498,22807,SET OF 6 T-LIGHTS TOADSTOOLS,2,2011-12-09 10:26:00,5.79,,United Kingdom,11.58,sale,0
1066918,581498,22795,SWEETHEART RECIPE BOOK STAND,1,2011-12-09 10:26:00,13.29,,United Kingdom,13.29,sale,0
1066917,581498,22776,SWEETHEART 3 TIER CAKE STAND,1,2011-12-09 10:26:00,19.96,,United Kingdom,19.96,sale,0
1066916,581498,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,5,2011-12-09 10:26:00,5.79,,United Kingdom,28.95,sale,0
1066915,581498,22733,3D TRADITIONAL CHRISTMAS STICKERS,1,2011-12-09 10:26:00,1.63,,United Kingdom,1.63,sale,0
1066914,581498,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,2011-12-09 10:26:00,8.29,,United Kingdom,24.87,sale,0
1066913,581498,22699,ROSES REGENCY TEACUP AND SAUCER,6,2011-12-09 10:26:00,5.79,,United Kingdom,34.74,sale,0
1066912,581498,22698,PINK REGENCY TEACUP AND SAUCER,9,2011-12-09 10:26:00,5.79,,United Kingdom,52.11,sale,0
1066911,581498,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-12-09 10:26:00,5.79,,United Kingdom,34.74,sale,0
1066910,581498,22694,WICKER STAR,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066909,581498,22684,FRENCH BLUE METAL DOOR SIGN 9,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066908,581498,22676,FRENCH BLUE METAL DOOR SIGN 1,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066907,581498,22666,RECIPE BOX PANTRY YELLOW DESIGN,11,2011-12-09 10:26:00,5.79,,United Kingdom,63.69,sale,0
1066906,581498,22663,JUMBO BAG DOLLY GIRL DESIGN,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066905,581498,22659,LUNCH BOX I LOVE LONDON,1,2011-12-09 10:26:00,4.13,,United Kingdom,4.13,sale,0
1066904,581498,22654,DELUXE SEWING KIT,2,2011-12-09 10:26:00,12.46,,United Kingdom,24.92,sale,0
1066903,581498,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-12-09 10:26:00,4.13,,United Kingdom,16.52,sale,0
1066902,581498,22632,HAND WARMER RED RETROSPOT,1,2011-12-09 10:26:00,4.13,,United Kingdom,4.13,sale,0
1066901,581498,22629,SPACEBOY LUNCH BOX,2,2011-12-09 10:26:00,2.46,,United Kingdom,4.92,sale,0
1066900,581498,22624,IVORY KITCHEN SCALES,1,2011-12-09 10:26:00,16.63,,United Kingdom,16.63,sale,0
1066899,581498,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-12-09 10:26:00,20.79,,United Kingdom,20.79,sale,0
1066898,581498,22619,SET OF 6 SOLDIER SKITTLES,1,2011-12-09 10:26:00,7.46,,United Kingdom,7.46,sale,0
1066897,581498,22557,PLASTERS IN TIN VINTAGE PAISLEY,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066896,581498,22553,PLASTERS IN TIN SKULLS,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066895,581498,22526,WHEELBARROW FOR CHILDREN,1,2011-12-09 10:26:00,24.96,,United Kingdom,24.96,sale,0
1066894,581498,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-12-09 10:26:00,10.79,,United Kingdom,10.79,sale,0
1066893,581498,22498,WOODEN REGATTA BUNTING,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066892,581498,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,2011-12-09 10:26:00,3.29,,United Kingdom,6.58,sale,0
1066891,581498,22474,SPACEBOY TV DINNER TRAY,1,2011-12-09 10:26:00,10.79,,United Kingdom,10.79,sale,0
1066890,581498,22471,TV DINNER TRAY AIR HOSTESS,1,2011-12-09 10:26:00,10.79,,United Kingdom,10.79,sale,0
1066889,581498,22457,NATURAL SLATE HEART CHALKBOARD,2,2011-12-09 10:26:00,5.79,,United Kingdom,11.58,sale,0
1066888,581498,22456,NATURAL SLATE CHALKBOARD LARGE,4,2011-12-09 10:26:00,9.96,,United Kingdom,39.84,sale,0
1066887,581498,22429,ENAMEL MEASURING JUG CREAM,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066886,581498,22424,ENAMEL BREAD BIN CREAM,1,2011-12-09 10:26:00,24.96,,United Kingdom,24.96,sale,0
1066885,581498,22422,TOOTHPASTE TUBE PEN,1,2011-12-09 10:26:00,1.25,,United Kingdom,1.25,sale,0
1066884,581498,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066883,581498,22386,JUMBO BAG PINK POLKADOT,1,2011-12-09 10:26:00,4.13,,United Kingdom,4.13,sale,0
1066882,581498,22384,LUNCH BAG PINK POLKADOT,1,2011-12-09 10:26:00,4.96,,United Kingdom,4.96,sale,0
1066881,581498,22381,TOY TIDY PINK POLKADOT,1,2011-12-09 10:26:00,4.96,,United Kingdom,4.96,sale,0
1066880,581498,22379,RECYCLING BAG RETROSPOT,4,2011-12-09 10:26:00,4.96,,United Kingdom,19.84,sale,0
1066879,581498,22378,WALL TIDY RETROSPOT,2,2011-12-09 10:26:00,4.96,,United Kingdom,9.92,sale,0
1066878,581498,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-12-09 10:26:00,4.13,,United Kingdom,4.13,sale,0
1066877,581498,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-12-09 10:26:00,4.13,,United Kingdom,4.13,sale,0
1066876,581498,22367,CHILDRENS APRON SPACEBOY DESIGN,7,2011-12-09 10:26:00,4.96,,United Kingdom,34.72,sale,0
1066875,581498,22358,KINGS CHOICE TEA CADDY,1,2011-12-09 10:26:00,5.79,,United Kingdom,5.79,sale,0
1066874,581498,22357,KINGS CHOICE BISCUIT TIN,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066873,581498,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,2011-12-09 10:26:00,4.13,,United Kingdom,24.78,sale,0
1066872,581498,22328,ROUND SNACK BOXES SET OF 4 FRUITS,4,2011-12-09 10:26:00,4.13,,United Kingdom,16.52,sale,0
1066871,581498,22327,ROUND SNACK BOXES SET OF 4 SKULLS,4,2011-12-09 10:26:00,6.63,,United Kingdom,26.52,sale,0
1066870,581498,22308,TEA COSY BLUE STRIPE,2,2011-12-09 10:26:00,4.96,,United Kingdom,9.92,sale,0
1066869,581498,22304,COFFEE MUG BLUE PAISLEY DESIGN,1,2011-12-09 10:26:00,4.96,,United Kingdom,4.96,sale,0
1066868,581498,22303,COFFEE MUG APPLES DESIGN,4,2011-12-09 10:26:00,4.96,,United Kingdom,19.84,sale,0
1066867,581498,22302,COFFEE MUG PEARS  DESIGN,4,2011-12-09 10:26:00,4.96,,United Kingdom,19.84,sale,0
1066866,581498,22301,COFFEE MUG CAT + BIRD DESIGN,2,2011-12-09 10:26:00,4.96,,United Kingdom,9.92,sale,0
1066865,581498,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2,2011-12-09 10:26:00,10.79,,United Kingdom,21.58,sale,0
1066864,581498,22207,FRYING PAN UNION FLAG,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066863,581498,22196,SMALL HEART MEASURING SPOONS,2,2011-12-09 10:26:00,1.63,,United Kingdom,3.26,sale,0
1066862,581498,22195,LARGE HEART MEASURING SPOONS,3,2011-12-09 10:26:00,3.29,,United Kingdom,9.87,sale,0
1066861,581498,22193,RED DINER WALL CLOCK,1,2011-12-09 10:26:00,16.63,,United Kingdom,16.63,sale,0
1066860,581498,22187,GREEN CHRISTMAS TREE CARD HOLDER,6,2011-12-09 10:26:00,8.29,,United Kingdom,49.74,sale,0
1066859,581498,22186,RED STAR CARD HOLDER,1,2011-12-09 10:26:00,5.79,,United Kingdom,5.79,sale,0
1066858,581498,22179,SET 10 NIGHT OWL LIGHTS,1,2011-12-09 10:26:00,13.29,,United Kingdom,13.29,sale,0
1066857,581498,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066856,581498,22175,PINK OWL SOFT TOY,1,2011-12-09 10:26:00,5.79,,United Kingdom,5.79,sale,0
1066855,581498,22174,PHOTO CUBE,3,2011-12-09 10:26:00,4.13,,United Kingdom,12.39,sale,0
1066854,581498,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,2011-12-09 10:26:00,5.79,,United Kingdom,17.37,sale,0
1066853,581498,22161,HEART DECORATION RUSTIC HANGING,2,2011-12-09 10:26:00,1.63,,United Kingdom,3.26,sale,0
1066852,581498,22144,CHRISTMAS CRAFT LITTLE FRIENDS,8,2011-12-09 10:26:00,4.13,,United Kingdom,33.04,sale,0
1066851,581498,22142,CHRISTMAS CRAFT WHITE FAIRY,2,2011-12-09 10:26:00,3.29,,United Kingdom,6.58,sale,0
1066850,581498,22141,CHRISTMAS CRAFT TREE TOP ANGEL,7,2011-12-09 10:26:00,4.13,,United Kingdom,28.91,sale,0
1066849,581498,22139,RETROSPOT TEA SET CERAMIC 11 PC,2,2011-12-09 10:26:00,10.79,,United Kingdom,21.58,sale,0
1066848,581498,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-12-09 10:26:00,8.29,,United Kingdom,33.16,sale,0
1066847,581498,22099,CARAVAN SQUARE TISSUE BOX,2,2011-12-09 10:26:00,2.46,,United Kingdom,4.92,sale,0
1066846,581498,22086,PAPER CHAIN KIT 50'S CHRISTMAS,52,2011-12-09 10:26:00,5.79,,United Kingdom,301.08,sale,0
1066845,581498,22083,PAPER CHAIN KIT RETROSPOT,2,2011-12-09 10:26:00,5.79,,United Kingdom,11.58,sale,0
1066844,581498,22077,6 RIBBONS RUSTIC CHARM,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066843,581498,22069,BROWN  PIRATE TREASURE CHEST,3,2011-12-09 10:26:00,4.13,,United Kingdom,12.39,sale,0
1066842,581498,22059,CERAMIC STRAWBERRY DESIGN MUG,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066841,581498,22041,"RECORD FRAME 7"" SINGLE SIZE",2,2011-12-09 10:26:00,5.79,,United Kingdom,11.58,sale,0
1066840,581498,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-12-09 10:26:00,1.63,,United Kingdom,1.63,sale,0
1066839,581498,21987,PACK OF 6 SKULL PAPER CUPS,2,2011-12-09 10:26:00,1.63,,United Kingdom,3.26,sale,0
1066838,581498,21983,PACK OF 12 BLUE PAISLEY TISSUES,1,2011-12-09 10:26:00,0.79,,United Kingdom,0.79,sale,0
1066837,581498,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-12-09 10:26:00,2.08,,United Kingdom,2.08,sale,0
1066836,581498,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-12-09 10:26:00,12.46,,United Kingdom,12.46,sale,0
1066835,581498,21942,SKULLS DESIGN FLANNEL,1,2011-12-09 10:26:00,1.63,,United Kingdom,1.63,sale,0
1066834,581498,21935,SUKI  SHOULDER BAG,7,2011-12-09 10:26:00,4.13,,United Kingdom,28.91,sale,0
1066833,581498,21934,SKULL SHOULDER BAG,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066832,581498,21931,JUMBO STORAGE BAG SUKI,6,2011-12-09 10:26:00,4.13,,United Kingdom,24.78,sale,0
1066831,581498,21930,JUMBO STORAGE BAG SKULLS,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066830,581498,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066829,581498,21916,SET 12 RETRO WHITE CHALK STICKS,7,2011-12-09 10:26:00,0.79,,United Kingdom,5.53,sale,0
1066828,581498,21912,VINTAGE SNAKES & LADDERS,1,2011-12-09 10:26:00,7.46,,United Kingdom,7.46,sale,0
1066827,581498,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2011-12-09 10:26:00,5.79,,United Kingdom,5.79,sale,0
1066826,581498,21876,POTTERING MUG,4,2011-12-09 10:26:00,3.29,,United Kingdom,13.16,sale,0
1066825,581498,21874,GIN AND TONIC MUG,2,2011-12-09 10:26:00,3.29,,United Kingdom,6.58,sale,0
1066824,581498,21864,UNION JACK FLAG PASSPORT COVER,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066823,581498,21843,RED RETROSPOT CAKE STAND,5,2011-12-09 10:26:00,20.79,,United Kingdom,103.95,sale,0
1066822,581498,21790,VINTAGE SNAP CARDS,1,2011-12-09 10:26:00,1.63,,United Kingdom,1.63,sale,0
1066821,581498,21754,HOME BUILDING BLOCK WORD,2,2011-12-09 10:26:00,11.63,,United Kingdom,23.26,sale,0
1066820,581498,21731,RED TOADSTOOL LED NIGHT LIGHT,9,2011-12-09 10:26:00,4.13,,United Kingdom,37.17,sale,0
1066819,581498,21558,SKULL LUNCH BOX WITH CUTLERY,1,2011-12-09 10:26:00,4.96,,United Kingdom,4.96,sale,0
1066818,581498,21557,SET OF 6 FUNKY BEAKERS,1,2011-12-09 10:26:00,5.63,,United Kingdom,5.63,sale,0
1066817,581498,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-12-09 10:26:00,16.63,,United Kingdom,16.63,sale,0
1066816,581498,21494,ROTATING LEAVES T-LIGHT HOLDER,7,2011-12-09 10:26:00,5.79,,United Kingdom,40.53,sale,0
1066815,581498,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3,2011-12-09 10:26:00,7.46,,United Kingdom,22.38,sale,0
1066814,581498,21411,GINGHAM HEART  DOORSTOP RED,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066813,581498,21329,DINOSAURS  WRITING SET,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066812,581498,21328,BALLOONS  WRITING SET,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066811,581498,21327,SKULLS WRITING SET,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066810,581498,21257,VICTORIAN SEWING BOX MEDIUM,3,2011-12-09 10:26:00,15.79,,United Kingdom,47.37,sale,0
1066809,581498,21239,PINK  POLKADOT CUP,1,2011-12-09 10:26:00,1.63,,United Kingdom,1.63,sale,0
1066808,581498,21232,STRAWBERRY CERAMIC TRINKET POT,13,2011-12-09 10:26:00,2.46,,United Kingdom,31.98,sale,0
1066807,581498,21218,RED SPOTTY BISCUIT TIN,4,2011-12-09 10:26:00,8.29,,United Kingdom,33.16,sale,0
1066806,581498,21217,RED RETROSPOT ROUND CAKE TINS,3,2011-12-09 10:26:00,20.79,,United Kingdom,62.37,sale,0
1066805,581498,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,2011-12-09 10:26:00,10.79,,United Kingdom,21.58,sale,0
1066804,581498,21181,PLEASE ONE PERSON METAL SIGN,6,2011-12-09 10:26:00,4.13,,United Kingdom,24.78,sale,0
1066803,581498,21174,POTTERING IN THE SHED METAL SIGN,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066802,581498,21169,YOU'RE CONFUSING ME METAL SIGN,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066801,581498,21166,COOK WITH WINE METAL SIGN,3,2011-12-09 10:26:00,4.13,,United Kingdom,12.39,sale,0
1066800,581498,21155,RED RETROSPOT PEG BAG,4,2011-12-09 10:26:00,4.96,,United Kingdom,19.84,sale,0
1066799,581498,21137,BLACK RECORD COVER FRAME,4,2011-12-09 10:26:00,7.46,,United Kingdom,29.84,sale,0
1066798,581498,21125,SET 6 FOOTBALL CELEBRATION CANDLES,3,2011-12-09 10:26:00,2.46,,United Kingdom,7.38,sale,0
1066797,581498,21115,ROSE CARAVAN DOORSTOP,1,2011-12-09 10:26:00,14.13,,United Kingdom,14.13,sale,0
1066796,581498,20963,APPLE BATH SPONGE,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066795,581498,20961,STRAWBERRY BATH SPONGE,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066794,581498,20750,RED RETROSPOT MINI CASES,1,2011-12-09 10:26:00,16.63,,United Kingdom,16.63,sale,0
1066793,581498,20728,LUNCH BAG CARS BLUE,4,2011-12-09 10:26:00,4.13,,United Kingdom,16.52,sale,0
1066792,581498,20726,LUNCH BAG WOODLAND,3,2011-12-09 10:26:00,4.13,,United Kingdom,12.39,sale,0
1066791,581498,20718,RED RETROSPOT SHOPPER BAG,1,2011-12-09 10:26:00,3.29,,United Kingdom,3.29,sale,0
1066790,581498,20717,STRAWBERRY SHOPPER BAG,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066789,581498,20713,JUMBO BAG OWLS,8,2011-12-09 10:26:00,4.13,,United Kingdom,33.04,sale,0
1066788,581498,20712,JUMBO BAG WOODLAND ANIMALS,3,2011-12-09 10:26:00,4.13,,United Kingdom,12.39,sale,0
1066787,581498,20679,EDWARDIAN PARASOL RED,5,2011-12-09 10:26:00,12.46,,United Kingdom,62.3,sale,0
1066786,581498,20669,RED HEART LUGGAGE TAG,3,2011-12-09 10:26:00,2.46,,United Kingdom,7.38,sale,0
1066785,581498,15056BL,EDWARDIAN PARASOL BLACK,2,2011-12-09 10:26:00,12.46,,United Kingdom,24.92,sale,0
1066784,581497,85049G,CHOCOLATE BOX RIBBONS,2,2011-12-09 10:23:00,2.46,,United Kingdom,4.92,sale,0
1066783,581497,84997C,CHILDRENS CUTLERY POLKADOT BLUE,3,2011-12-09 10:23:00,8.29,,United Kingdom,24.87,sale,0
1066782,581497,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2011-12-09 10:23:00,8.29,,United Kingdom,91.19,sale,0
1066781,581497,82583,HOT BATHS METAL SIGN,4,2011-12-09 10:23:00,4.96,,United Kingdom,19.84,sale,0
1066780,581497,47566,PARTY BUNTING,5,2011-12-09 10:23:00,10.79,,United Kingdom,53.95,sale,0
1066779,581497,35970,ZINC FOLKART SLEIGH BELLS,2,2011-12-09 10:23:00,4.13,,United Kingdom,8.26,sale,0
1066778,581497,23358,HOT STUFF HOT WATER BOTTLE,2,2011-12-09 10:23:00,5.79,,United Kingdom,11.58,sale,0
1066777,581497,23357,HOT WATER BOTTLE SEX BOMB,2,2011-12-09 10:23:00,5.79,,United Kingdom,11.58,sale,0
1066776,581497,23356,LOVE HOT WATER BOTTLE,1,2011-12-09 10:23:00,12.46,,United Kingdom,12.46,sale,0
1066775,581497,23355,HOT WATER BOTTLE KEEP CALM,36,2011-12-09 10:23:00,8.29,,United Kingdom,298.44,sale,0
1066774,581497,23301,GARDENERS KNEELING PAD KEEP CALM,1,2011-12-09 10:23:00,4.13,,United Kingdom,4.13,sale,0
1066773,581497,23208,LUNCH BAG VINTAGE LEAF DESIGN,3,2011-12-09 10:23:00,4.96,,United Kingdom,14.88,sale,0
1066772,581497,23207,LUNCH BAG ALPHABET DESIGN,1,2011-12-09 10:23:00,4.96,,United Kingdom,4.96,sale,0
1066771,581497,23206,LUNCH BAG APPLE DESIGN,1,2011-12-09 10:23:00,8.33,,United Kingdom,8.33,sale,0
1066770,581497,23206,LUNCH BAG APPLE DESIGN,3,2011-12-09 10:23:00,4.96,,United Kingdom,14.88,sale,0
1066769,581497,23205,CHARLOTTE BAG VINTAGE ALPHABET,8,2011-12-09 10:23:00,2.46,,United Kingdom,19.68,sale,0
1066768,581497,23204,CHARLOTTE BAG APPLES DESIGN,13,2011-12-09 10:23:00,2.46,,United Kingdom,31.98,sale,0
1066767,581497,23168,CLASSIC CAFE SUGAR DISPENSER,1,2011-12-09 10:23:00,6.54,,United Kingdom,6.54,sale,0
1066766,581497,23084,RABBIT NIGHT LIGHT,37,2011-12-09 10:23:00,4.96,,United Kingdom,183.52,sale,0
1066765,581497,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,2011-12-09 10:23:00,10.79,,United Kingdom,10.79,sale,0
1066764,581497,22898,CHILDRENS APRON APPLES DESIGN,2,2011-12-09 10:23:00,4.96,,United Kingdom,9.92,sale,0
1066763,581497,22896,PEG BAG APPLES DESIGN,2,2011-12-09 10:23:00,5.79,,United Kingdom,11.58,sale,0
