invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_amount,total,sale_date,sale_time,payment,rating
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2021-02-05,0 days 19:05:00,Ewallet,9.7
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2021-02-05,0 days 12:34:00,Cash,9.7
210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2021-02-05,0 days 10:41:00,Credit card,7.8
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2021-02-05,0 days 14:14:00,Credit card,4.1
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2021-02-05,0 days 18:45:00,Cash,9.8
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,2021-02-05,0 days 19:42:00,Ewallet,6.7
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,2021-02-05,0 days 19:57:00,Cash,9.1
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2021-02-05,0 days 15:26:00,Credit card,8.9
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,2021-02-05,0 days 10:17:00,Cash,8.8
479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,2021-02-05,0 days 11:32:00,Ewallet,4.6
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2021-02-05,0 days 10:16:00,Ewallet,8.7
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2021-02-05,0 days 11:51:00,Ewallet,4.8
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2021-02-06,0 days 14:24:00,Cash,6.6
183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,2021-02-06,0 days 10:42:00,Ewallet,7.5
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2021-02-06,0 days 18:33:00,Credit card,6.6
351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48,4,2.896,60.816,2021-02-06,0 days 18:07:00,Ewallet,4.5
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2021-02-06,0 days 18:44:00,Ewallet,7.9
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2021-02-06,0 days 10:22:00,Credit card,6.3
512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,2021-02-06,0 days 20:05:00,Credit card,6.6
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2021-02-06,0 days 17:20:00,Ewallet,9.4
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2021-02-06,0 days 13:55:00,Credit card,5.9
727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,2021-02-06,0 days 15:47:00,Ewallet,4.1
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2021-02-06,0 days 15:16:00,Credit card,8.9
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2021-02-06,0 days 19:20:00,Ewallet,8.2
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2021-02-06,0 days 14:51:00,Ewallet,8.7
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2021-02-07,0 days 15:06:00,Cash,8.1
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2021-02-07,0 days 18:23:00,Ewallet,9.9
252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,10,21.595,453.495,2021-02-07,0 days 16:48:00,Ewallet,8.2
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2021-02-07,0 days 19:30:00,Ewallet,8.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2021-02-07,0 days 13:05:00,Credit card,6.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2021-02-07,0 days 10:18:00,Credit card,6.2
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2021-02-07,0 days 15:55:00,Cash,7.1
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2021-02-07,0 days 10:09:00,Cash,6.8
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2021-02-07,0 days 20:24:00,Cash,6.2
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,2021-02-07,0 days 14:13:00,Cash,9.8
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2021-02-07,0 days 11:36:00,Ewallet,7.4
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2021-02-07,0 days 12:23:00,Ewallet,9.6
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2021-02-07,0 days 11:28:00,Ewallet,6.6
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2021-02-07,0 days 17:55:00,Ewallet,8.5
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2021-02-07,0 days 14:27:00,Ewallet,8.1
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2021-02-07,0 days 17:59:00,Cash,8.2
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2021-02-07,0 days 14:15:00,Cash,5.9
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2021-02-07,0 days 14:38:00,Credit card,6.5
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2021-02-07,0 days 11:28:00,Credit card,6.1
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2021-02-07,0 days 18:48:00,Cash,6.8
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2021-02-08,0 days 10:58:00,Cash,7.0
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2021-02-08,0 days 13:00:00,Credit card,8.7
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,2021-02-08,0 days 13:03:00,Cash,5.6
373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,30.2085,634.3785,2021-02-08,0 days 10:37:00,Ewallet,5.3
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2021-02-08,0 days 13:12:00,Credit card,7.7
549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.626,853.146,2021-02-08,0 days 11:15:00,Ewallet,7.2
649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,2021-02-08,0 days 15:31:00,Cash,6.7
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2021-02-08,0 days 16:20:00,Credit card,8.7
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2021-02-08,0 days 10:53:00,Cash,7.0
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2021-02-08,0 days 11:39:00,Ewallet,9.5
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2021-02-08,0 days 12:52:00,Credit card,6.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2021-02-08,0 days 15:26:00,Cash,8.6
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2021-02-09,0 days 10:00:00,Cash,5.7
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,2021-02-09,0 days 19:17:00,Ewallet,4.6
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2021-02-09,0 days 11:45:00,Cash,5.7
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2021-02-09,0 days 10:25:00,Cash,7.3
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2021-02-09,0 days 11:00:00,Cash,4.2
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2021-02-09,0 days 18:58:00,Credit card,8.8
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,2021-02-09,0 days 12:02:00,Ewallet,5.1
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2021-02-09,0 days 17:15:00,Credit card,5.1
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,2021-02-09,0 days 13:22:00,Cash,7.7
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2021-02-09,0 days 10:02:00,Ewallet,7.2
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2021-02-09,0 days 20:31:00,Ewallet,6.5
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2021-02-09,0 days 19:43:00,Cash,4.8
871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,2021-02-09,0 days 13:11:00,Cash,4.1
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,2021-02-10,0 days 15:10:00,Cash,8.5
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2021-02-10,0 days 13:56:00,Cash,9.5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2021-02-10,0 days 20:51:00,Cash,4.4
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2021-02-10,0 days 18:23:00,Credit card,7.8
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2021-02-10,0 days 12:50:00,Ewallet,9.9
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2021-02-10,0 days 13:51:00,Ewallet,6.7
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2021-02-10,0 days 12:56:00,Ewallet,5.2
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,2021-02-10,0 days 12:45:00,Credit card,8.1
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2021-02-10,0 days 12:28:00,Ewallet,9.2
695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,2021-02-10,0 days 18:36:00,Cash,7.4
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,70.287,2021-02-10,0 days 15:43:00,Ewallet,6.7
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2021-02-11,0 days 10:39:00,Credit card,7.2
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2021-02-11,0 days 18:38:00,Ewallet,9.4
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2021-02-11,0 days 10:54:00,Cash,8.0
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2021-02-11,0 days 15:29:00,Cash,5.4
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2021-02-11,0 days 16:06:00,Ewallet,7.8
796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2021-02-11,0 days 16:19:00,Cash,5.9
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2021-02-11,0 days 10:38:00,Credit card,5.6
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2021-02-11,0 days 15:42:00,Credit card,4.4
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2021-02-12,0 days 19:01:00,Ewallet,7.0
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2021-02-12,0 days 16:19:00,Cash,6.0
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.4875,2021-02-12,0 days 10:25:00,Ewallet,7.1
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,2021-02-12,0 days 14:33:00,Ewallet,8.8
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2021-02-12,0 days 19:43:00,Cash,6.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2021-02-12,0 days 12:58:00,Ewallet,8.7
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2021-02-12,0 days 14:45:00,Credit card,9.9
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2021-02-12,0 days 17:49:00,Cash,4.0
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2021-02-13,0 days 10:50:00,Credit card,4.8
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2021-02-13,0 days 12:38:00,Ewallet,6.5
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,2021-02-13,0 days 12:14:00,Credit card,5.0
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2021-02-13,0 days 15:06:00,Credit card,8.0
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2021-02-13,0 days 13:59:00,Cash,6.3
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.227,2021-02-13,0 days 18:15:00,Credit card,8.9
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2021-02-13,0 days 18:27:00,Ewallet,7.2
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2021-02-13,0 days 16:59:00,Cash,6.9
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,2021-02-14,0 days 11:36:00,Credit card,4.5
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2021-02-14,0 days 15:04:00,Cash,6.2
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2021-02-14,0 days 17:29:00,Cash,5.2
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2021-02-14,0 days 11:26:00,Credit card,8.9
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,2021-02-14,0 days 14:42:00,Ewallet,9.2
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2021-02-14,0 days 12:42:00,Ewallet,6.0
638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.824,836.304,2021-02-14,0 days 17:03:00,Credit card,5.2
853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,318.108,2021-02-14,0 days 14:35:00,Cash,7.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2021-02-15,0 days 17:01:00,Credit card,6.4
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2021-02-15,0 days 13:30:00,Credit card,9.5
227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,2021-02-15,0 days 12:44:00,Cash,8.4
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2021-02-15,0 days 11:21:00,Cash,8.4
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2021-02-15,0 days 13:51:00,Cash,5.1
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2021-02-15,0 days 12:12:00,Cash,6.2
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.931,2021-02-15,0 days 17:47:00,Credit card,10.0
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2021-02-15,0 days 10:36:00,Cash,7.5
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2021-02-15,0 days 17:38:00,Credit card,5.2
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2021-02-15,0 days 18:03:00,Ewallet,9.8
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2021-02-15,0 days 12:42:00,Credit card,5.4
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2021-02-15,0 days 20:21:00,Credit card,9.2
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2021-02-15,0 days 20:51:00,Credit card,7.6
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2021-02-15,0 days 15:21:00,Cash,7.9
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2021-02-15,0 days 12:31:00,Cash,8.1
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.576,2021-02-15,0 days 17:10:00,Credit card,9.3
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2021-02-15,0 days 14:15:00,Credit card,4.5
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2021-02-15,0 days 14:53:00,Credit card,6.6
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2021-02-15,0 days 20:21:00,Cash,7.7
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2021-02-16,0 days 18:04:00,Credit card,9.4
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2021-02-16,0 days 12:21:00,Cash,8.2
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2021-02-16,0 days 15:53:00,Ewallet,5.5
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,300.573,2021-02-16,0 days 14:19:00,Ewallet,4.4
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2021-02-16,0 days 17:30:00,Ewallet,4.9
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2021-02-16,0 days 15:42:00,Cash,6.8
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,2021-02-16,0 days 10:33:00,Credit card,7.1
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2021-02-16,0 days 10:52:00,Cash,4.2
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2021-02-17,0 days 19:11:00,Ewallet,5.3
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,2021-02-17,0 days 16:27:00,Cash,4.2
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2021-02-17,0 days 16:50:00,Ewallet,5.7
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2021-02-17,0 days 18:06:00,Cash,9.4
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2021-02-17,0 days 19:57:00,Credit card,5.5
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2021-02-17,0 days 14:40:00,Credit card,8.8
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2021-02-17,0 days 11:12:00,Credit card,7.4
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2021-02-17,0 days 17:27:00,Credit card,9.1
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2021-02-17,0 days 11:15:00,Ewallet,9.9
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2021-02-17,0 days 15:28:00,Ewallet,4.9
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2021-02-17,0 days 13:34:00,Credit card,7.2
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2021-02-17,0 days 17:09:00,Cash,4.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2021-02-17,0 days 19:41:00,Cash,9.3
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2021-02-18,0 days 20:29:00,Cash,4.7
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2021-02-18,0 days 15:39:00,Cash,9.8
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2021-02-18,0 days 19:39:00,Cash,6.2
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,2021-02-18,0 days 11:40:00,Ewallet,5.9
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,2021-02-18,0 days 14:42:00,Ewallet,4.3
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2021-02-18,0 days 16:28:00,Ewallet,8.4
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2021-02-18,0 days 13:28:00,Cash,6.6
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2021-02-19,0 days 15:14:00,Ewallet,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2021-02-19,0 days 16:23:00,Cash,7.1
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,2021-02-19,0 days 15:07:00,Cash,8.4
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2021-02-19,0 days 10:12:00,Ewallet,9.2
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2021-02-19,0 days 14:53:00,Credit card,5.3
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2021-02-19,0 days 19:24:00,Cash,8.3
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,2021-02-19,0 days 19:29:00,Credit card,7.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2021-02-19,0 days 19:38:00,Credit card,7.8
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2021-02-19,0 days 11:33:00,Ewallet,5.5
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,2021-02-20,0 days 15:18:00,Credit card,9.9
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2021-02-20,0 days 18:43:00,Cash,5.8
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2021-02-20,0 days 18:01:00,Cash,7.6
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2021-02-20,0 days 15:29:00,Ewallet,9.5
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2021-02-20,0 days 15:24:00,Credit card,5.9
692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84,3,8.226,172.746,2021-02-20,0 days 13:27:00,Credit card,5.9
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2021-02-20,0 days 16:49:00,Credit card,10.0
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,2021-02-20,0 days 13:06:00,Ewallet,7.7
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2021-02-20,0 days 15:55:00,Credit card,9.0
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2021-02-20,0 days 13:24:00,Ewallet,7.0
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2021-02-21,0 days 18:31:00,Cash,6.7
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2021-02-21,0 days 12:38:00,Cash,8.2
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2021-02-21,0 days 16:55:00,Cash,5.5
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2021-02-21,0 days 10:26:00,Cash,7.2
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2021-02-21,0 days 12:40:00,Ewallet,9.3
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2021-02-21,0 days 11:39:00,Cash,7.7
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,2021-02-22,0 days 15:33:00,Cash,4.1
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2021-02-22,0 days 10:36:00,Credit card,8.4
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2021-02-22,0 days 10:49:00,Cash,8.9
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,2021-02-22,0 days 18:35:00,Ewallet,6.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2021-02-22,0 days 18:17:00,Ewallet,8.7
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2021-02-22,0 days 11:26:00,Ewallet,8.7
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2021-02-22,0 days 12:30:00,Ewallet,7.0
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2021-02-22,0 days 10:43:00,Ewallet,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2021-02-22,0 days 18:19:00,Credit card,6.8
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,2021-02-22,0 days 12:10:00,Credit card,5.2
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,2021-02-22,0 days 15:15:00,Cash,8.1
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2021-02-23,0 days 20:43:00,Ewallet,6.4
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,2021-02-23,0 days 18:30:00,Cash,6.0
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2021-02-23,0 days 12:29:00,Cash,8.6
